,NrArticolo,budgetConsuntivo,NrOrdineProduzione,Descrizione,NrAreaProduzione,Risorsa,TempoRisorsa,QuantitydiOutput
1459,ART0000752,BUDGET,ODP17-08792,Controllo qualità,CQ,RIS16,0.0,1.0
1460,ART0003310,BUDGET,ODP17-08763,Tornitura,A20,RIS14,1.0,20.0
1461,ART0003310,BUDGET,ODP17-08763,Controllo qualità,CQ,RIS16,0.0,20.0
1462,ART0003309,BUDGET,ODP17-08763,Tornitura,A20,RIS14,1.0,9.0
1463,ART0003309,BUDGET,ODP17-08763,Controllo qualità,CQ,RIS16,0.0,9.0
1464,ART0002829,BUDGET,ODP17-08763,Tornitura,A20,RIS2,1.25,0.0
1465,ART0002829,BUDGET,ODP17-08763,Tornitura,A20,RIS2,0.75,12.0
1466,ART0001497,BUDGET,ODP17-08763,Tornitura,A20,RIS2,0.5,3.0
1467,ART0001534,BUDGET,ODP17-09243,Tornitura,A20,RIS2,1.0,2.0
1468,ART0002617,BUDGET,ODP17-08998,Controllo qualità,CQ,RIS16,0.0,2.0
1469,ART0001252,BUDGET,ODP17-08763,Controllo qualità,CQ,RIS16,0.0,3.0
1470,ART0002249,BUDGET,ODP17-08917,Controllo qualità,CQ,RIS16,0.0,4.0
1471,ART0002615,BUDGET,ODP17-08986,Controllo qualità,CQ,RIS16,0.0,1.0
1472,ART0002829,BUDGET,ODP17-08763,Controllo qualità,CQ,RIS16,0.0,9.0
1473,ART0001497,BUDGET,ODP17-08763,Controllo qualità,CQ,RIS16,0.0,3.0
1474,ART0000841,BUDGET,ODP17-08400,Montaggio,A40,RIS13,2.0,1.0
1475,ART0001783,BUDGET,ODP17-08862,Tornitura,A20,RIS14,3.0,9.0
1476,ART0001783,BUDGET,ODP17-08862,Tornitura,A20,RIS14,2.5,0.0
1477,ART0001947,BUDGET,ODP17-09331,Tornitura,A20,RIS14,2.0,3.0
1478,ART0001947,BUDGET,ODP17-09331,Tornitura,A20,RIS14,1.0,0.0
1479,ART0001244,BUDGET,ODP17-08965,Tornitura,A20,RIS2,2.5,1.0
1480,ART0001244,BUDGET,ODP17-08965,Tornitura,A20,RIS2,1.5,0.0
1481,ART0001534,BUDGET,ODP17-09243,Controllo qualità,CQ,RIS16,0.0,2.0
1482,ART0001244,BUDGET,ODP17-08965,Saldatura,A11,RIS1,0.5,1.0
1483,ART0001244,BUDGET,ODP17-08965,Tornitura,A20,RIS1,1.5,1.0
1484,ART0001244,BUDGET,ODP17-08965,Tornitura,A20,RIS2,0.75,0.0
1485,ART0001913,BUDGET,ODP17-09148,Fresatura,A30,RIS9,0.75,2.0
1486,ART0001294,BUDGET,ODP17-09247,Tornitura,A20,RIS2,0.5,3.0
1487,ART0001783,BUDGET,ODP17-08862,Fresatura,A30,RIS7,3.25,9.0
1488,ART0001290,BUDGET,ODP17-08965,Tornitura,A20,RIS2,0.5,1.0
1489,ART0003132,BUDGET,ODP17-09125,Fresatura,A30,RIS9,2.5,8.0
1490,ART0004440,BUDGET,ODP17-08988,Tornitura,A20,RIS2,1.25,1.0
1491,ART0001244,BUDGET,ODP17-08965,Fresatura,A30,RIS7,1.25,1.0
1492,ART0003099,BUDGET,ODP17-09243,Fresatura,A30,RIS9,3.75,20.0
1493,ART0001947,BUDGET,ODP17-09331,Fresatura,A30,RIS7,2.0,0.0
1494,ART0001947,BUDGET,ODP17-09331,Fresatura,A30,RIS7,2.75,3.0
1495,ART0005136,BUDGET,ODP17-09334,Tornitura,A20,RIS1,1.0,14.0
1496,ART0003935,CONSUNTIVO,ODP17-09586,Tornitura,A20,RIS1,6.0,6.0
1497,ART0005136,BUDGET,ODP17-09334,Controllo qualità,CQ,RIS16,0.0,14.0
1498,ART0000826,BUDGET,ODP17-09249,Controllo qualità,CQ,RIS16,0.0,1.0
1499,ART0004440,BUDGET,ODP17-08988,Fresatura,A30,RIS7,1.0,1.0
1500,ART0002619,BUDGET,ODP17-09243,Fresatura,A30,RIS9,1.0,0.0
1501,ART0001739,BUDGET,ODP17-09116,Tornitura,A20,RIS2,4.5,3.0
1502,ART0003935,CONSUNTIVO,ODP17-09586,Tornitura,A20,RIS1,7.0,0.0
1503,ART0003935,CONSUNTIVO,ODP17-09586,Fresatura,A30,RIS1,0.0001,0.0
1504,ART0002619,BUDGET,ODP17-09243,Fresatura,A30,RIS9,1.0,1.0
1505,ART0003935,CONSUNTIVO,ODP17-09586,Fresatura,A30,RIS9,2.0,6.0
1506,ART0004440,BUDGET,ODP17-08988,Controllo qualità,CQ,RIS16,0.0,1.0
1507,ART0002027,BUDGET,ODP17-09243,Tornitura,A20,RIS2,3.5,4.0
1508,ART0002299,BUDGET,ODP17-09243,Tornitura,A20,RIS14,2.0,2.0
1509,ART0001785,BUDGET,ODP17-08916,Tornitura,A20,RIS14,4.0,20.0
1510,ART0001785,BUDGET,ODP17-08916,Tornitura,A20,RIS14,1.5,0.0
1511,ART0001739,BUDGET,ODP17-09116,Fresatura,A30,RIS7,1.5,3.0
1512,ART0002299,BUDGET,ODP17-09243,Fresatura,A30,RIS9,3.5,2.0
1513,ART0002026,BUDGET,ODP17-09243,Tornitura,A20,RIS2,1.5,4.0
1514,ART0001535,BUDGET,ODP17-09243,Tornitura,A20,RIS13,2.0,16.0
1515,ART0001535,BUDGET,ODP17-09243,Controllo qualità,CQ,RIS16,0.0,16.0
1516,ART0001610,BUDGET,ODP17-09266,Tornitura,A20,RIS13,1.0,4.0
1517,ART0002027,BUDGET,ODP17-09243,Fresatura,A30,RIS7,1.5,4.0
1518,ART0002707,BUDGET,ODP17-08965,Tornitura,A20,RIS2,0.5,0.0
1519,ART0004403,BUDGET,ODP17-09018,Tornitura,A20,RIS14,6.5,26.0
1520,ART0004403,BUDGET,ODP17-09018,Controllo qualità,CQ,RIS16,0.0,26.0
1521,ART0002026,BUDGET,ODP17-09243,Fresatura,A30,RIS7,0.5,4.0
1522,ART0002707,BUDGET,ODP17-08965,Tornitura,A20,RIS2,3.0,1.0
1523,ART0000853,BUDGET,ODP17-02480,Montaggio,A40,RIS12,2.0,0.0
1524,ART0002299,BUDGET,ODP17-09243,Controllo qualità,CQ,RIS16,0.0,2.0
1525,ART0003132,BUDGET,ODP17-09125,Controllo qualità,CQ,RIS16,0.0,8.0
1526,ART0002706,BUDGET,ODP17-08965,Tornitura,A20,RIS2,2.5,1.0
1527,ART0001785,BUDGET,ODP17-08916,Fresatura,A30,RIS7,7.0,0.0
1528,ART0001740,BUDGET,ODP17-08965,Tornitura,A20,RIS14,1.25,1.0
1529,ART0001785,BUDGET,ODP17-08916,Fresatura,A30,RIS7,0.5,20.0
1530,ART0002214,BUDGET,ODP17-08965,Tornitura,A20,RIS14,1.5,1.0
1531,ART0001740,BUDGET,ODP17-08965,Fresatura,A30,RIS7,1.75,1.0
1532,ART0002614,BUDGET,ODP17-08965,Tornitura,A20,RIS14,1.5,1.0
1533,ART0002214,BUDGET,ODP17-08965,Fresatura,A30,RIS7,0.5,1.0
1534,ART0002614,BUDGET,ODP17-08965,Tornitura,A20,RIS2,0.75,0.0
1535,ART0002706,BUDGET,ODP17-08965,Fresatura,A30,RIS7,1.5,1.0
1536,ART0001294,BUDGET,ODP17-09767,Tornitura,A20,RIS13,0.08,1.0
1537,ART0002707,BUDGET,ODP17-08965,Fresatura,A30,RIS7,1.25,1.0
1538,ART0005111,BUDGET,ODP17-09406,Fresatura,A30,RIS9,1.75,2.0
1539,ART0005112,BUDGET,ODP17-09406,Fresatura,A30,RIS9,1.25,0.0
1540,ART0002027,BUDGET,ODP17-09243,Controllo qualità,CQ,RIS16,0.0,4.0
1541,ART0002026,BUDGET,ODP17-09243,Controllo qualità,CQ,RIS16,0.0,4.0
1542,ART0005112,BUDGET,ODP17-09406,Fresatura,A30,RIS9,1.0,2.0
1543,ART0000847,BUDGET,ODP17-08958,Montaggio,A40,RIS4,0.5,1.0
1544,ART0001981,BUDGET,ODP17-09163,Tornitura,A20,RIS2,1.75,3.0
1545,ART0002614,BUDGET,ODP17-08965,Fresatura,A30,RIS7,2.25,1.0
1546,ART0000116,BUDGET,ODP17-05181,Controllo qualità,CQ,RIS16,0.0,3.0
1547,ART0000847,BUDGET,ODP17-08958,Controllo qualità,CQ,RIS16,0.0,2.0
1548,ART0000762,BUDGET,ODP17-08916,Montaggio,A40,RIS4,2.5,10.0
1549,ART0000762,BUDGET,ODP17-08916,Controllo qualità,CQ,RIS16,0.0,10.0
1550,ART0002123,BUDGET,ODP17-09247,Controllo qualità,CQ,RIS16,0.0,3.0
1551,ART0003269,BUDGET,ODP17-09266,Fresatura,A30,RIS9,2.25,0.0
1552,ART0001913,BUDGET,ODP17-09148,Controllo qualità,CQ,RIS16,0.0,2.0
1553,ART0001783,BUDGET,ODP17-08862,Controllo qualità,CQ,RIS16,0.0,9.0
1554,ART0004362,BUDGET,ODP17-08987,Tornitura,A20,RIS14,3.0,10.0
1555,ART0002123,BUDGET,ODP17-09247,Tornitura,A20,RIS13,0.5,3.0
1556,ART0002028,BUDGET,ODP17-09243,Fresatura,A30,RIS7,1.5,2.0
1557,ART0003269,BUDGET,ODP17-09266,Fresatura,A30,RIS9,5.25,18.0
1558,ART0002619,BUDGET,ODP17-09243,Controllo qualità,CQ,RIS16,0.0,1.0
1559,ART0003099,BUDGET,ODP17-09243,Controllo qualità,CQ,RIS16,0.0,20.0
1560,ART0001739,BUDGET,ODP17-09116,Controllo qualità,CQ,RIS16,0.0,3.0
1561,ART0001610,BUDGET,ODP17-09266,Controllo qualità,CQ,RIS16,0.0,4.0
1562,ART0001294,BUDGET,ODP17-09247,Controllo qualità,CQ,RIS16,0.0,3.0
1563,ART0002028,BUDGET,ODP17-09243,Controllo qualità,CQ,RIS16,0.0,2.0
1564,ART0003844,BUDGET,ODP17-09125,Tornitura,A20,RIS2,2.5,4.0
1565,ART0003269,BUDGET,ODP17-09266,Controllo qualità,CQ,RIS16,0.0,18.0
1566,ART0000119,BUDGET,ODP17-08969,Fresatura,A30,RIS9,1.75,0.0
1567,ART0003844,BUDGET,ODP17-09125,Fresatura,A30,RIS7,0.5,4.0
1568,ART0000786,BUDGET,ODP17-09148,Montaggio,A40,RIS4,0.75,2.0
1569,ART0001244,BUDGET,ODP17-08965,Controllo qualità,CQ,RIS16,0.0,1.0
1570,ART0000786,BUDGET,ODP17-09148,Controllo qualità,CQ,RIS16,0.0,2.0
1571,ART0000119,BUDGET,ODP17-08969,Fresatura,A30,RIS9,3.0,0.0
1572,ART0000119,BUDGET,ODP17-08969,Fresatura,A30,RIS9,0.25,5.0
1573,ART0001290,BUDGET,ODP17-08965,Controllo qualità,CQ,RIS16,0.0,1.0
1574,ART0002132,BUDGET,ODP17-09408,Tornitura,A20,RIS2,1.0,1.0
1575,ART0002144,BUDGET,ODP17-09408,Tornitura,A20,RIS2,1.0,1.0
1576,ART0002029,BUDGET,ODP17-09243,Controllo qualità,CQ,RIS16,0.0,2.0
1577,ART0002214,BUDGET,ODP17-08965,Controllo qualità,CQ,RIS16,0.0,1.0
1578,ART0001294,BUDGET,ODP17-09767,Controllo qualità,CQ,RIS16,0.0,1.0
1579,ART0002614,BUDGET,ODP17-08965,Controllo qualità,CQ,RIS16,0.0,1.0
1580,ART0001740,BUDGET,ODP17-08965,Controllo qualità,CQ,RIS16,0.0,1.0
1581,ART0002707,BUDGET,ODP17-08965,Controllo qualità,CQ,RIS16,0.0,1.0
1582,ART0002706,BUDGET,ODP17-08965,Controllo qualità,CQ,RIS16,0.0,1.0
1583,ART0003844,BUDGET,ODP17-09125,Controllo qualità,CQ,RIS16,0.0,4.0
1584,ART0004362,BUDGET,ODP17-08987,Controllo qualità,CQ,RIS16,0.0,10.0
1585,ART0002145,BUDGET,ODP17-09408,Tornitura,A20,RIS2,1.5,1.0
1586,ART0002144,BUDGET,ODP17-09408,Fresatura,A30,RIS7,0.5,1.0
1587,ART0002132,BUDGET,ODP17-09408,Fresatura,A30,RIS7,0.5,1.0
1588,ART0002238,BUDGET,ODP17-09408,Tornitura,A20,RIS2,0.75,1.0
1589,ART0002145,BUDGET,ODP17-09408,Fresatura,A30,RIS7,0.5,1.0
1590,ART0002238,BUDGET,ODP17-09408,Fresatura,A30,RIS7,0.25,1.0
1591,ART0004946,CONSUNTIVO,ODP17-09833,Fresatura,A30,RIS9,7.75,0.0
1592,ART0001759,BUDGET,ODP17-09336,Fresatura,A30,RIS7,1.0,0.0
1593,ART0001895,BUDGET,ODP17-08862,Controllo qualità,CQ,RIS16,0.0,8.0
1594,ART0004946,CONSUNTIVO,ODP17-09833,Fresatura,A30,RIS9,1.0,20.0
1595,ART0001759,BUDGET,ODP17-09336,Fresatura,A30,RIS7,3.5,0.0
1596,ART0001775,BUDGET,ODP17-09161,Tornitura,A20,RIS14,6.5,35.0
1597,ART0001775,BUDGET,ODP17-09161,Tornitura,A20,RIS14,8.0,0.0
1598,ART0001775,BUDGET,ODP17-09161,Tornitura,A20,RIS14,3.0,0.0
1599,ART0001759,BUDGET,ODP17-09336,Fresatura,A30,RIS7,0.25,20.0
1600,ART0000782,BUDGET,ODP17-09445,Montaggio,A40,RIS13,0.5,2.0
1601,ART0000782,BUDGET,ODP17-09445,Controllo qualità,CQ,RIS16,0.0,2.0
1602,ART0000782,BUDGET,ODP17-08862,Montaggio,A40,RIS13,0.5,2.0
1603,ART0000782,BUDGET,ODP17-08862,Controllo qualità,CQ,RIS16,0.0,2.0
1604,ART0000782,BUDGET,ODP17-09819,Montaggio,A40,RIS13,0.5,2.0
1605,ART0000782,BUDGET,ODP17-09819,Controllo qualità,CQ,RIS16,0.0,2.0
1606,ART0002586,BUDGET,ODP17-09520,Tornitura,A20,RIS2,0.25,1.0
1607,ART0001775,BUDGET,ODP17-09161,Fresatura,A30,RIS7,2.75,0.0
1608,ART0002586,BUDGET,ODP17-09520,Tornitura,A20,RIS2,1.25,0.0
1609,ART0001921,BUDGET,ODP17-09443,Tornitura,A20,RIS14,6.5,12.0
1610,ART0001775,BUDGET,ODP17-09161,Fresatura,A30,RIS7,7.0,30.0
1611,ART0001921,BUDGET,ODP17-09443,Fresatura,A30,RIS7,0.5,0.0
1612,ART0005136,BUDGET,ODP17-10340,Tornitura,A20,RIS2,0.5,2.0
1613,ART0002464,BUDGET,ODP17-09648,Tornitura,A20,RIS2,1.5,1.0
1614,ART0001759,BUDGET,ODP17-09336,Controllo qualità,CQ,RIS16,0.0,20.0
1615,ART0001898,BUDGET,ODP17-09806,Tornitura,A20,RIS14,5.0,8.0
1616,ART0001898,BUDGET,ODP17-09806,Tornitura,A20,RIS14,1.0,0.0
1617,ART0001882,BUDGET,ODP17-09766,Tornitura,A20,RIS14,1.5,2.0
1618,ART0001882,BUDGET,ODP17-09766,Tornitura,A20,RIS14,0.5,0.0
1619,ART0001872,BUDGET,ODP17-10288,Tornitura,A20,RIS14,2.5,12.0
1620,ART0002144,BUDGET,ODP17-09408,Controllo qualità,CQ,RIS16,0.0,1.0
1621,ART0002132,BUDGET,ODP17-09408,Controllo qualità,CQ,RIS16,0.0,1.0
1622,ART0002238,BUDGET,ODP17-09408,Controllo qualità,CQ,RIS16,0.0,1.0
1623,ART0002145,BUDGET,ODP17-09408,Controllo qualità,CQ,RIS16,0.0,1.0
1624,ART0001921,BUDGET,ODP17-09443,Fresatura,A30,RIS7,7.25,12.0
1625,ART0002978,BUDGET,ODP17-09442,Tornitura,A20,RIS2,0.75,0.0
1626,ART0002048,BUDGET,ODP17-09329,Tornitura,A20,RIS14,1.0,10.0
1627,ART0002148,BUDGET,ODP17-09161,Tornitura,A20,RIS14,2.0,6.0
1628,ART0002586,BUDGET,ODP17-09520,Fresatura,A30,RIS9,0.5,1.0
1629,ART0002978,BUDGET,ODP17-09442,Tornitura,A20,RIS2,2.0,2.0
1630,ART0001775,BUDGET,ODP17-09161,Controllo qualità,CQ,RIS16,0.0,35.0
1631,ART0001886,BUDGET,ODP17-09161,Controllo qualità,CQ,RIS16,0.0,16.0
1632,ART0000848,BUDGET,ODP17-09161,Controllo qualità,CQ,RIS16,0.0,15.0
1633,ART0001804,BUDGET,ODP17-09331,Fresatura,A30,RIS7,1.5,3.0
1634,ART0002909,BUDGET,ODP17-09329,Tornitura,A20,RIS14,1.0,10.0
1635,ART0002909,BUDGET,ODP17-09329,Tornitura,A20,RIS14,3.0,0.0
1636,ART0002867,BUDGET,ODP17-09329,Tornitura,A20,RIS14,3.0,10.0
1637,ART0002148,BUDGET,ODP17-09161,Fresatura,A30,RIS7,1.5,6.0
1638,ART0002909,BUDGET,ODP17-09329,Fresatura,A30,RIS7,1.5,10.0
1639,ART0002451,BUDGET,ODP17-09266,Tornitura,A20,RIS2,3.0,1.0
1640,ART0002978,BUDGET,ODP17-09442,Fresatura,A30,RIS7,1.5,2.0
1641,ART0002048,BUDGET,ODP17-09329,Fresatura,A30,RIS7,0.5,10.0
1642,ART0000119,BUDGET,ODP17-08969,Fresatura,A30,RIS9,2.0,5.0
1643,ART0002867,BUDGET,ODP17-09329,Fresatura,A30,RIS7,1.0,0.0
1644,ART0002551,BUDGET,ODP17-09266,Tornitura,A20,RIS2,2.0,1.0
1645,ART0004946,CONSUNTIVO,ODP17-09833,Controllo qualità,CQ,RIS16,0.0,20.0
1646,ART0002712,BUDGET,ODP17-09442,Tornitura,A20,RIS14,1.0,1.0
1647,ART0002370,BUDGET,ODP17-10285,Fresatura,A30,RIS9,0.5,1.0
1648,ART0002712,BUDGET,ODP17-09442,Fresatura,A30,RIS9,0.25,1.0
1649,ART0002867,BUDGET,ODP17-09329,Fresatura,A30,RIS7,3.75,10.0
1650,ART0001900,BUDGET,ODP17-09769,Tornitura,A20,RIS14,2.5,2.0
1651,ART0001441,BUDGET,ODP17-09442,Tornitura,A20,RIS2,1.25,2.0
1652,ART0001877,BUDGET,ODP17-09820,Tornitura,A20,RIS1,8.0,0.0
1653,ART0001804,BUDGET,ODP17-09331,Controllo qualità,CQ,RIS16,0.0,3.0
1654,ART0002451,BUDGET,ODP17-09266,Fresatura,A30,RIS7,0.5,1.0
1655,ART0001441,BUDGET,ODP17-09442,Controllo qualità,CQ,RIS16,0.0,2.0
1656,ART0005136,BUDGET,ODP17-10463,Tornitura,A20,RIS2,1.5,4.0
1657,ART0002464,BUDGET,ODP17-09648,Controllo qualità,CQ,RIS16,0.0,1.0
1658,ART0001898,BUDGET,ODP17-09806,Fresatura,A30,RIS7,1.75,8.0
1659,ART0005136,BUDGET,ODP17-10463,Controllo qualità,CQ,RIS16,0.0,2.0
1660,ART0001590,BUDGET,ODP17-09823,Tornitura,A20,RIS14,0.5,3.0
1661,ART0002444,BUDGET,ODP17-09329,Tornitura,A20,RIS13,3.0,11.0
1662,ART0002444,BUDGET,ODP17-09329,Fresatura,A30,RIS9,1.0,11.0
1663,ART0003610,BUDGET,ODP17-09928,Tornitura,A20,RIS14,2.0,28.0
1664,ART0003610,BUDGET,ODP17-09928,Tornitura,A20,RIS14,3.25,0.0
1665,ART0001877,BUDGET,ODP17-09820,Tornitura,A20,RIS1,4.0,0.0
1666,ART0001877,BUDGET,ODP17-09820,Tornitura,A20,RIS1,4.0,18.0
1667,ART0001877,BUDGET,ODP17-09820,Fresatura,A30,RIS1,0.0001,0.0
1668,ART0001898,BUDGET,ODP17-09806,Fresatura,A30,RIS7,5.0,0.0
1669,ART0002513,BUDGET,ODP17-09808,Tornitura,A20,RIS14,3.0,4.0
1670,ART0002148,BUDGET,ODP17-09161,Controllo qualità,CQ,RIS16,0.0,6.0
1671,ART0002712,BUDGET,ODP17-09442,Controllo qualità,CQ,RIS16,0.0,1.0
1672,ART0002978,BUDGET,ODP17-09442,Controllo qualità,CQ,RIS16,0.0,1.0
1673,ART0001900,BUDGET,ODP17-09769,Fresatura,A30,RIS7,1.75,2.0
1674,ART0002586,BUDGET,ODP17-09520,Controllo qualità,CQ,RIS16,0.0,1.0
1675,ART0002488,BUDGET,ODP17-09767,Tornitura,A20,RIS2,4.25,1.0
1676,ART0002513,BUDGET,ODP17-09808,Fresatura,A30,RIS7,1.0,4.0
1677,ART0000762,BUDGET,ODP17-10127,Controllo qualità,CQ,RIS16,0.0,10.0
1678,ART0002488,BUDGET,ODP17-09767,Fresatura,A30,RIS9,1.0,1.0
1679,ART0001950,BUDGET,ODP17-09770,Tornitura,A20,RIS2,2.75,1.0
1680,ART0002552,BUDGET,ODP17-09266,Tornitura,A20,RIS2,1.5,1.0
1681,ART0000630,BUDGET,ODP17-09327,Fresatura,A30,RIS9,2.25,0.0
1682,ART0001872,BUDGET,ODP17-10288,Fresatura,A30,RIS7,7.25,12.0
1683,ART0002552,BUDGET,ODP17-09266,Fresatura,A30,RIS7,0.25,0.0
1684,ART0002552,BUDGET,ODP17-09266,Fresatura,A30,RIS7,0.0,1.0
1685,ART0002552,BUDGET,ODP17-09266,Controllo qualità,CQ,RIS16,0.0,1.0
1686,ART0001994,BUDGET,ODP17-09767,Fresatura,A30,RIS7,1.5,11.0
1687,ART0000630,BUDGET,ODP17-09327,Fresatura,A30,RIS9,4.0,0.0
1688,ART0002551,BUDGET,ODP17-09266,Fresatura,A30,RIS7,1.5,0.0
1689,ART0004357,BUDGET,ODP17-09675,Tornitura,A20,RIS12,2.0,25.0
1690,ART0001866,BUDGET,ODP17-10489,Tornitura,A20,RIS1,4.0,0.0
1691,ART0004357,BUDGET,ODP17-09675,Tornitura,A20,RIS1,2.0,50.0
1692,ART0004942,CONSUNTIVO,ODP17-09833,Tornitura,A20,RIS14,8.5,32.0
1693,ART0002551,BUDGET,ODP17-09266,Fresatura,A30,RIS7,2.5,1.0
1694,ART0000630,BUDGET,ODP17-09327,Fresatura,A30,RIS9,4.0,42.0
1695,ART0003609,BUDGET,ODP17-09928,Tornitura,A20,RIS2,1.75,2.0
1696,ART0004357,BUDGET,ODP17-09675,Fresatura,A30,RIS7,2.75,50.0
1697,ART0000769,BUDGET,ODP17-09331,Montaggio,A40,RIS13,0.5,3.0
1698,ART0003609,BUDGET,ODP17-09928,Fresatura,A30,RIS7,0.5,2.0
1699,ART0001882,BUDGET,ODP17-09766,Fresatura,A30,RIS7,1.25,0.0
1700,ART0001950,BUDGET,ODP17-09770,Tornitura,A20,RIS2,1.0,0.0
1701,ART0001866,BUDGET,ODP17-10489,Tornitura,A20,RIS1,6.0,0.0
1702,ART0000769,BUDGET,ODP17-09331,Controllo qualità,CQ,RIS16,0.0,3.0
1703,ART0000853,BUDGET,ODP17-03175,Controllo qualità,CQ,RIS16,0.0,15.0
1704,ART0003610,BUDGET,ODP17-09928,Controllo qualità,CQ,RIS16,0.0,28.0
1705,ART0003609,BUDGET,ODP17-09928,Controllo qualità,CQ,RIS16,0.0,2.0
1706,ART0002048,BUDGET,ODP17-09329,Controllo qualità,CQ,RIS16,0.0,10.0
1707,ART0001950,BUDGET,ODP17-09770,Tornitura,A20,RIS2,1.5,0.0
1708,ART0001882,BUDGET,ODP17-09766,Fresatura,A30,RIS7,1.5,2.0
1709,ART0001882,BUDGET,ODP17-09766,Fresatura,A30,RIS1,0.5,0.0
1710,ART0002513,BUDGET,ODP17-09808,Controllo qualità,CQ,RIS16,0.0,4.0
1711,ART0001950,BUDGET,ODP17-09770,Fresatura,A30,RIS7,2.75,0.0
1712,ART0001590,BUDGET,ODP17-09823,Controllo qualità,CQ,RIS16,0.0,3.0
1713,ART0001149,BUDGET,ODP17-09784,Tornitura,A20,RIS14,3.5,12.0
1714,ART0002370,BUDGET,ODP17-10285,Controllo qualità,CQ,RIS16,0.0,1.0
1715,ART0001162,BUDGET,ODP17-09767,Tornitura,A20,RIS2,3.25,1.0
1716,ART0004941,CONSUNTIVO,ODP17-09833,Fresatura,A30,RIS9,9.0,0.0
1717,ART0001866,BUDGET,ODP17-10489,Tornitura,A20,RIS1,4.0,0.0
1718,ART0004941,CONSUNTIVO,ODP17-09833,Fresatura,A30,RIS9,0.5,16.0
1719,ART0002444,BUDGET,ODP17-09329,Controllo qualità,CQ,RIS16,0.0,11.0
1720,ART0001789,BUDGET,ODP17-09769,Tornitura,A20,RIS14,3.0,2.0
1721,ART0001789,BUDGET,ODP17-09769,Tornitura,A20,RIS14,1.0,0.0
1722,ART0005112,BUDGET,ODP17-09406,Controllo qualità,CQ,RIS16,0.0,2.0
1723,ART0005110,BUDGET,ODP17-09406,Controllo qualità,CQ,RIS16,0.0,2.0
1724,ART0005111,BUDGET,ODP17-09406,Controllo qualità,CQ,RIS16,0.0,2.0
1725,ART0001950,BUDGET,ODP17-09770,Fresatura,A30,RIS7,1.5,1.0
1726,ART0002867,BUDGET,ODP17-09329,Controllo qualità,CQ,RIS16,0.0,10.0
1727,ART0002909,BUDGET,ODP17-09329,Controllo qualità,CQ,RIS16,0.0,10.0
1728,ART0001162,BUDGET,ODP17-09767,Fresatura,A30,RIS7,0.75,1.0
1729,ART0001789,BUDGET,ODP17-09769,Fresatura,A30,RIS9,4.0,2.0
1730,ART0001866,BUDGET,ODP17-10489,Tornitura,A20,RIS1,6.0,20.0
1731,ART0001866,BUDGET,ODP17-10489,Fresatura,A30,RIS1,0.0001,0.0
1732,ART0004671,BUDGET,ODP17-10416,Fresatura,A30,RIS9,2.25,5.0
1733,ART0001993,BUDGET,ODP17-09767,Tornitura,A20,RIS2,1.5,1.0
1734,ART0004357,BUDGET,ODP17-09675,Controllo qualità,CQ,RIS16,0.0,50.0
1735,ART0001993,BUDGET,ODP17-09767,Fresatura,A30,RIS7,0.25,1.0
1736,ART0004947,CONSUNTIVO,ODP17-09833,Fresatura,A30,RIS9,1.5,0.0
1737,ART0000795,BUDGET,ODP17-09336,Controllo qualità,CQ,RIS16,0.0,8.0
1738,ART0000795,BUDGET,ODP17-10127,Controllo qualità,CQ,RIS16,0.0,8.0
1739,ART0002451,BUDGET,ODP17-09266,Controllo qualità,CQ,RIS16,0.0,1.0
1740,ART0004947,CONSUNTIVO,ODP17-09833,Fresatura,A30,RIS9,4.75,20.0
1741,ART0001913,BUDGET,ODP17-10757,Fresatura,A30,RIS9,1.25,3.0
1742,ART0001811,BUDGET,ODP17-09443,Fresatura,A30,RIS7,0.25,0.0
1743,ART0001811,BUDGET,ODP17-09443,Tornitura,A20,RIS14,5.0,7.0
1744,ART0002306,BUDGET,ODP17-10285,Tornitura,A20,RIS2,1.0,1.0
1745,ART0004386,BUDGET,ODP17-09675,Tornitura,A20,RIS14,2.5,28.0
1746,ART0001811,BUDGET,ODP17-09443,Fresatura,A30,RIS7,5.25,7.0
1747,ART0004880,BUDGET,ODP17-10281,Tornitura,A20,RIS14,2.5,10.0
1748,ART0002360,BUDGET,ODP17-10280,Tornitura,A20,RIS2,2.5,2.0
1749,ART0000121,BUDGET,ODP17-09469,Controllo qualità,CQ,RIS16,0.0,16.0
1750,ART0002306,BUDGET,ODP17-10285,Fresatura,A30,RIS7,0.25,1.0
1751,ART0002517,BUDGET,ODP17-10287,Tornitura,A20,RIS2,0.75,1.0
1752,ART0005136,BUDGET,ODP17-10736,Fresatura,A30,RIS1,0.33,2.0
1753,ART0000752,BUDGET,ODP17-09443,Controllo qualità,CQ,RIS16,0.0,6.0
1754,ART0001149,BUDGET,ODP17-09784,Controllo qualità,CQ,RIS16,0.0,12.0
1755,ART0000804,BUDGET,ODP17-10689,Controllo qualità,CQ,RIS16,0.0,1.0
1756,ART0002517,BUDGET,ODP17-10287,Fresatura,A30,RIS7,0.5,1.0
1757,ART0001923,BUDGET,ODP17-10505,Tornitura,A20,RIS2,1.25,5.0
1758,ART0001940,BUDGET,ODP17-10690,Tornitura,A20,RIS2,1.25,4.0
1759,ART0004880,BUDGET,ODP17-10281,Controllo qualità,CQ,RIS16,0.0,10.0
1760,ART0005136,BUDGET,ODP17-10736,Controllo qualità,CQ,RIS16,0.0,2.0
