,NrArticolo,budgetConsuntivo,NrOrdineProduzione,Descrizione,NrAreaProduzione,Risorsa,TempoRisorsa,QuantitydiOutput
1761,ART0004386,BUDGET,ODP17-09675,Controllo qualità,CQ,RIS16,0.0,28.0
1762,ART0001877,BUDGET,ODP17-09820,Controllo qualità,CQ,RIS16,0.0,18.0
1763,ART0001923,BUDGET,ODP17-10505,Tornitura,A20,RIS2,2.0,0.0
1764,ART0005136,BUDGET,ODP17-10463,Tornitura,A20,RIS2,0.75,1.0
1765,ART0002423,BUDGET,ODP17-10424,Fresatura,A30,RIS7,1.0,5.0
1766,ART0005136,BUDGET,ODP17-10463,Controllo qualità,CQ,RIS16,0.0,1.0
1767,ART0002829,BUDGET,ODP17-10449,Tornitura,A20,RIS14,1.0,4.0
1768,ART0002195,BUDGET,ODP17-10287,Tornitura,A20,RIS2,2.0,1.0
1769,ART0004942,CONSUNTIVO,ODP17-09833,Fresatura,A30,RIS9,6.75,32.0
1770,ART0002424,BUDGET,ODP17-09902,Fresatura,A30,RIS7,2.0,0.0
1771,ART0000843,BUDGET,ODP17-10447,Controllo qualità,CQ,RIS16,0.0,2.0
1772,ART0002829,BUDGET,ODP17-10449,Controllo qualità,CQ,RIS16,0.0,6.0
1773,ART0001162,BUDGET,ODP17-09767,Controllo qualità,CQ,RIS16,0.0,1.0
1774,ART0002488,BUDGET,ODP17-09767,Controllo qualità,CQ,RIS16,0.0,1.0
1775,ART0001994,BUDGET,ODP17-09767,Controllo qualità,CQ,RIS16,0.0,11.0
1776,ART0001993,BUDGET,ODP17-09767,Controllo qualità,CQ,RIS16,0.0,1.0
1777,ART0002551,BUDGET,ODP17-09266,Controllo qualità,CQ,RIS16,0.0,1.0
1778,ART0002306,BUDGET,ODP17-10285,Controllo qualità,CQ,RIS16,0.0,1.0
1779,ART0002517,BUDGET,ODP17-10287,Controllo qualità,CQ,RIS16,0.0,1.0
1780,ART0004947,CONSUNTIVO,ODP17-09833,Controllo qualità,CQ,RIS16,0.0,20.0
1781,ART0001789,BUDGET,ODP17-09769,Controllo qualità,CQ,RIS16,0.0,2.0
1782,ART0002424,BUDGET,ODP17-09902,Fresatura,A30,RIS7,1.0,16.0
1783,ART0001765,BUDGET,ODP17-09820,Tornitura,A20,RIS14,2.0,15.0
1784,ART0001765,BUDGET,ODP17-09820,Tornitura,A20,RIS14,4.0,0.0
1785,ART0002360,BUDGET,ODP17-10280,Tornitura,A20,RIS2,3.0,0.0
1786,ART0002370,BUDGET,ODP17-10634,Fresatura,A30,RIS7,1.0,1.0
1787,ART0005091,CONSUNTIVO,ODP17-09833,Tornitura,A20,RIS14,2.5,4.0
1788,ART0002360,BUDGET,ODP17-10280,Fresatura,A30,RIS7,1.5,0.0
1789,ART0001872,BUDGET,ODP17-10508,Tornitura,A20,RIS1,8.0,0.0
1790,ART0002360,BUDGET,ODP17-10280,Fresatura,A30,RIS7,1.0,2.0
1791,ART0002195,BUDGET,ODP17-10287,Fresatura,A30,RIS7,1.25,1.0
1792,ART0004671,BUDGET,ODP17-10416,Controllo qualità,CQ,RIS16,0.0,5.0
1793,ART0002360,BUDGET,ODP17-10280,Brocciatura / stozzatrice,A33,RIS13,0.67,2.0
1794,ART0001923,BUDGET,ODP17-10505,Tornitura,A20,RIS14,3.0,0.0
1795,ART0001923,BUDGET,ODP17-10505,Tornitura,A20,RIS14,2.5,0.0
1796,ART0001872,BUDGET,ODP17-10508,Tornitura,A20,RIS1,2.0,10.0
1797,ART0001872,BUDGET,ODP17-10508,Fresatura,A30,RIS1,0.001,0.0
1798,ART0000843,BUDGET,ODP17-10447,Montaggio,A40,RIS13,0.75,2.0
1799,ART0000752,BUDGET,ODP17-09443,Montaggio,A40,RIS13,1.0,6.0
1800,ART0000795,BUDGET,ODP17-09336,Montaggio,A40,RIS13,1.5,8.0
1801,ART0000795,BUDGET,ODP17-10127,Montaggio,A40,RIS13,1.5,8.0
1802,ART0000762,BUDGET,ODP17-10127,Montaggio,A40,RIS13,2.0,10.0
1803,ART0000851,BUDGET,ODP17-10421,Controllo qualità,CQ,RIS16,0.0,15.0
1804,ART0004152,CONSUNTIVO,ODP17-09586,Tornitura,A20,RIS4,2.0,35.0
1805,ART0001923,BUDGET,ODP17-10505,Fresatura,A30,RIS7,5.0,5.0
1806,ART0001765,BUDGET,ODP17-09820,Fresatura,A30,RIS7,0.75,15.0
1807,ART0001931,BUDGET,ODP17-10501,Tornitura,A20,RIS1,6.0,0.0
1808,ART0002598,BUDGET,ODP17-10448,Tornitura,A20,RIS2,2.0,2.0
1809,ART0001765,BUDGET,ODP17-09820,Fresatura,A30,RIS7,3.5,0.0
1810,ART0002598,BUDGET,ODP17-10448,Fresatura,A30,RIS7,1.5,2.0
1811,ART0001429,BUDGET,ODP17-09820,Tornitura,A20,RIS13,1.0,37.0
1812,ART0001429,BUDGET,ODP17-09820,Controllo qualità,CQ,RIS16,0.0,37.0
1813,ART0002919,BUDGET,ODP17-10449,Tornitura,A20,RIS2,1.5,2.0
1814,ART0002918,BUDGET,ODP17-10449,Tornitura,A20,RIS2,1.5,2.0
1815,ART0003310,BUDGET,ODP17-10449,Tornitura,A20,RIS13,1.0,12.0
1816,ART0003310,BUDGET,ODP17-10449,Controllo qualità,CQ,RIS16,0.0,12.0
1817,ART0001940,BUDGET,ODP17-10690,Tornitura,A20,RIS2,0.5,0.0
1818,ART0001252,BUDGET,ODP17-10449,Tornitura,A20,RIS14,0.75,2.0
1819,ART0001252,BUDGET,ODP17-10449,Tornitura,A20,RIS14,1.5,0.0
1820,ART0002919,BUDGET,ODP17-10449,Fresatura,A30,RIS7,1.5,2.0
1821,ART0003309,BUDGET,ODP17-10449,Tornitura,A20,RIS13,1.5,13.0
1822,ART0003309,BUDGET,ODP17-10449,Controllo qualità,CQ,RIS16,0.0,13.0
1823,ART0001931,BUDGET,ODP17-10501,Tornitura,A20,RIS1,8.0,3.0
1824,ART0001931,BUDGET,ODP17-10501,Tornitura,A20,RIS1,3.0,0.0
1825,ART0002918,BUDGET,ODP17-10449,Fresatura,A30,RIS7,1.5,2.0
1826,ART0002969,BUDGET,ODP17-10446,Tornitura,A20,RIS2,2.75,2.0
1827,ART0000756,BUDGET,ODP17-09820,Montaggio,A40,RIS4,4.0,13.0
1828,ART0001765,BUDGET,ODP17-09820,Controllo qualità,CQ,RIS16,0.0,15.0
1829,ART0000756,BUDGET,ODP17-09820,Controllo qualità,CQ,RIS16,0.0,13.0
1830,ART0001840,BUDGET,ODP17-09770,Tornitura,A20,RIS14,3.0,1.0
1831,ART0002969,BUDGET,ODP17-10446,Fresatura,A30,RIS7,2.0,2.0
1832,ART0002968,BUDGET,ODP17-10446,Tornitura,A20,RIS2,3.0,2.0
1833,ART0002968,BUDGET,ODP17-10446,Fresatura,A30,RIS7,1.0,2.0
1834,ART0001653,BUDGET,ODP17-10449,Tornitura,A20,RIS2,1.5,6.0
1835,ART0001653,BUDGET,ODP17-10449,Controllo qualità,CQ,RIS16,0.0,6.0
1836,ART0002556,BUDGET,ODP17-10446,Tornitura,A20,RIS2,0.75,2.0
1837,ART0001931,BUDGET,ODP17-10501,Fresatura,A30,RIS7,1.5,0.0
1838,ART0001868,BUDGET,ODP17-10871,Tornitura,A20,RIS1,2.0,0.0
1839,ART0001777,BUDGET,ODP17-09766,Tornitura,A20,RIS14,1.0,2.0
1840,ART0001777,BUDGET,ODP17-09766,Tornitura,A20,RIS14,0.5,0.0
1841,ART0002886,BUDGET,ODP17-10448,Tornitura,A20,RIS14,1.0,2.0
1842,ART0002886,BUDGET,ODP17-10448,Tornitura,A20,RIS14,0.75,0.0
1843,ART0001931,BUDGET,ODP17-10501,Fresatura,A30,RIS7,1.25,3.0
1844,ART0002556,BUDGET,ODP17-10446,Tornitura,A20,RIS2,2.0,0.0
1845,ART0001497,BUDGET,ODP17-10449,Tornitura,A20,RIS1,0.169,2.0
1846,ART0001786,BUDGET,ODP17-10757,Tornitura,A20,RIS14,2.25,6.0
1847,ART0002886,BUDGET,ODP17-10448,Fresatura,A30,RIS7,2.0,2.0
1848,ART0001825,BUDGET,ODP17-10503,Tornitura,A20,RIS14,1.0,1.0
1849,ART0002498,BUDGET,ODP17-10422,Tornitura,A20,RIS2,1.75,1.0
1850,ART0001497,BUDGET,ODP17-10449,Controllo qualità,CQ,RIS16,0.0,2.0
1851,ART0002360,BUDGET,ODP17-10280,Controllo qualità,CQ,RIS16,0.0,2.0
1852,ART0002370,BUDGET,ODP17-10634,Controllo qualità,CQ,RIS16,0.0,1.0
1853,ART0001777,BUDGET,ODP17-09766,Fresatura,A30,RIS7,1.25,2.0
1854,ART0001612,BUDGET,ODP17-10446,Tornitura,A20,RIS1,0.5,8.0
1855,ART0002240,BUDGET,ODP17-10446,Tornitura,A20,RIS2,3.0,2.0
1856,ART0002271,BUDGET,ODP17-10449,Tornitura,A20,RIS14,2.5,4.0
1857,ART0001261,BUDGET,ODP17-10448,Tornitura,A20,RIS1,0.25,1.0
1858,ART0001263,BUDGET,ODP17-10448,Tornitura,A20,RIS1,0.25,1.0
1859,ART0004717,BUDGET,ODP17-10509,Fresatura,A30,RIS9,1.5,13.0
1860,ART0001840,BUDGET,ODP17-09770,Fresatura,A30,RIS7,2.5,1.0
1861,ART0001868,BUDGET,ODP17-10871,Tornitura,A20,RIS1,6.0,0.0
1862,ART0001898,BUDGET,ODP17-09806,Controllo qualità,CQ,RIS16,0.0,5.0
1863,ART0001261,BUDGET,ODP17-10448,Controllo qualità,CQ,RIS16,0.0,1.0
1864,ART0001935,BUDGET,ODP17-10503,Tornitura,A20,RIS14,1.0,1.0
1865,ART0001935,BUDGET,ODP17-10503,Tornitura,A20,RIS14,1.25,0.0
1866,ART0001263,BUDGET,ODP17-10448,Controllo qualità,CQ,RIS16,0.0,1.0
1867,ART0002271,BUDGET,ODP17-10449,Fresatura,A30,RIS7,2.0,4.0
1868,ART0001900,BUDGET,ODP17-09769,Controllo qualità,CQ,RIS16,0.0,2.0
1869,ART0000749,BUDGET,ODP17-09769,Controllo qualità,CQ,RIS16,0.0,2.0
1870,ART0002240,BUDGET,ODP17-10446,Fresatura,A30,RIS7,0.75,2.0
1871,ART0002556,BUDGET,ODP17-10446,Fresatura,A30,RIS7,1.0,2.0
1872,ART0001612,BUDGET,ODP17-10446,Controllo qualità,CQ,RIS16,0.0,8.0
1873,ART0002423,BUDGET,ODP17-10424,Controllo qualità,CQ,RIS16,0.0,5.0
1874,ART0002424,BUDGET,ODP17-09902,Controllo qualità,CQ,RIS16,0.0,16.0
1875,ART0001252,BUDGET,ODP17-10449,Fresatura,A30,RIS7,1.5,2.0
1876,ART0004697,BUDGET,ODP17-10738,Fresatura,A30,RIS9,1.0,1.0
1877,ART0002498,BUDGET,ODP17-10422,Fresatura,A30,RIS7,0.5,1.0
1878,ART0000783,BUDGET,ODP17-09806,Controllo qualità,CQ,RIS16,0.0,2.0
1879,ART0002452,BUDGET,ODP17-10446,Tornitura,A20,RIS2,5.25,2.0
1880,ART0001935,BUDGET,ODP17-10503,Fresatura,A30,RIS7,2.0,1.0
1881,ART0001868,BUDGET,ODP17-10871,Tornitura,A20,RIS1,6.0,0.0
1882,ART0003164,BUDGET,ODP17-10448,Tornitura,A20,RIS2,2.0,1.0
1883,ART0001935,BUDGET,ODP17-10503,Fresatura,A30,RIS7,1.0,0.0
1884,ART0001219,BUDGET,ODP17-10446,Tornitura,A20,RIS1,0.67,2.0
1885,ART0003164,BUDGET,ODP17-10448,Tornitura,A20,RIS2,0.5,0.0
1886,ART0003164,BUDGET,ODP17-10448,Fresatura,A30,RIS2,0.25,1.0
1887,ART0001587,BUDGET,ODP17-10448,Tornitura,A20,RIS2,0.75,3.0
1888,ART0002886,BUDGET,ODP17-10448,Controllo qualità,CQ,RIS16,0.0,2.0
1889,ART0002195,BUDGET,ODP17-10287,Controllo qualità,CQ,RIS16,0.0,1.0
1890,ART0002555,BUDGET,ODP17-10446,Tornitura,A20,RIS2,2.5,2.0
1891,ART0001868,BUDGET,ODP17-10871,Tornitura,A20,RIS1,3.0,0.0
1892,ART0001868,BUDGET,ODP17-10871,Tornitura,A20,RIS1,2.0,50.0
1893,ART0000627,BUDGET,ODP17-10512,Fresatura,A30,RIS9,4.0,0.0
1894,ART0002555,BUDGET,ODP17-10446,Fresatura,A30,RIS7,0.5,2.0
1895,ART0000639,BUDGET,ODP17-10512,Fresatura,A30,RIS9,1.5,0.0
1896,ART0000639,BUDGET,ODP17-10512,Fresatura,A30,RIS9,0.25,0.0
1897,ART0001950,BUDGET,ODP17-09770,Controllo qualità,CQ,RIS16,0.0,1.0
1898,ART0001882,BUDGET,ODP17-09766,Controllo qualità,CQ,RIS16,0.0,2.0
1899,ART0001866,BUDGET,ODP17-10489,Controllo qualità,CQ,RIS16,0.0,20.0
1900,ART0000627,BUDGET,ODP17-10512,Fresatura,A30,RIS9,1.75,25.0
1901,ART0000639,BUDGET,ODP17-10512,Fresatura,A30,RIS9,0.5,10.0
1902,ART0001825,BUDGET,ODP17-10503,Fresatura,A30,RIS7,1.5,1.0
1903,ART0005136,CONSUNTIVO,ODP17-11294,Fresatura,A30,RIS9,1.5,7.0
1904,ART0001786,BUDGET,ODP17-10757,Fresatura,A30,RIS7,2.0,6.0
1905,ART0000625,BUDGET,ODP17-10512,Fresatura,A30,RIS9,0.25,0.0
1906,ART0000783,BUDGET,ODP17-09806,Montaggio,A40,RIS13,0.5,2.0
1907,ART0004889,BUDGET,ODP17-11123,Fresatura,A30,RIS9,2.0,0.0
1908,ART0005136,BUDGET,ODP17-11842,Tornitura,A20,RIS13,0.5,4.0
1909,ART0005136,BUDGET,ODP17-11842,Fresatura,A30,RIS13,0.5,0.0
1910,ART0005136,BUDGET,ODP17-11842,Fresatura,A30,RIS9,0.5,4.0
1911,ART0000625,BUDGET,ODP17-10512,Fresatura,A30,RIS9,4.25,0.0
1912,ART0001940,BUDGET,ODP17-10690,Tornitura,A20,RIS1,8.0,0.0
1913,ART0002755,BUDGET,ODP17-10634,Tornitura,A20,RIS14,3.5,3.0
1914,ART0002755,BUDGET,ODP17-10634,Tornitura,A20,RIS14,1.0,0.0
1915,ART0000625,BUDGET,ODP17-10512,Fresatura,A30,RIS9,2.5,10.0
1916,ART0004660,BUDGET,ODP17-10509,Fresatura,A30,RIS9,2.25,6.0
1917,ART0001276,BUDGET,ODP17-10510,Controllo qualità,CQ,RIS16,0.0,1.0
1918,ART0001587,BUDGET,ODP17-10448,Controllo qualità,CQ,RIS16,0.0,3.0
1919,ART0001636,BUDGET,ODP17-11008,Controllo qualità,CQ,RIS16,0.0,4.0
1920,ART0003164,BUDGET,ODP17-10448,Controllo qualità,CQ,RIS16,0.0,1.0
1921,ART0002628,BUDGET,ODP17-11007,Tornitura,A20,RIS2,1.5,2.0
1922,ART0001636,BUDGET,ODP17-11008,Tornitura,A20,RIS13,0.33,4.0
1923,ART0001276,BUDGET,ODP17-10510,Tornitura,A20,RIS13,0.08,1.0
1924,ART0001219,BUDGET,ODP17-10446,Controllo qualità,CQ,RIS16,0.0,2.0
1925,ART0002452,BUDGET,ODP17-10446,Controllo qualità,CQ,RIS16,0.0,2.0
1926,ART0001940,BUDGET,ODP17-10690,Tornitura,A20,RIS1,6.0,4.0
1927,ART0001940,BUDGET,ODP17-10690,Fresatura,A30,RIS1,0.0001,4.0
1928,ART0002598,BUDGET,ODP17-10448,Controllo qualità,CQ,RIS16,0.0,2.0
1929,ART0001252,BUDGET,ODP17-10449,Controllo qualità,CQ,RIS16,0.0,2.0
1930,ART0002240,BUDGET,ODP17-10446,Controllo qualità,CQ,RIS16,0.0,2.0
1931,ART0002556,BUDGET,ODP17-10446,Controllo qualità,CQ,RIS16,0.0,2.0
1932,ART0002755,BUDGET,ODP17-10634,Fresatura,A30,RIS7,2.25,3.0
1933,ART0000555,BUDGET,ODP17-11006,Tornitura,A20,RIS13,1.169,1.0
1934,ART0000555,BUDGET,ODP17-11006,Fresatura,A30,RIS4,0.33,1.0
1935,ART0002628,BUDGET,ODP17-11007,Fresatura,A30,RIS7,1.0,2.0
1936,ART0001840,BUDGET,ODP17-09770,Controllo qualità,CQ,RIS16,0.0,1.0
1937,ART0001777,BUDGET,ODP17-09766,Controllo qualità,CQ,RIS16,0.0,2.0
1938,ART0002866,BUDGET,ODP17-10614,Tornitura,A20,RIS14,5.0,10.0
1939,ART0001951,BUDGET,ODP17-10699,Tornitura,A20,RIS2,1.5,1.0
1940,ART0002271,BUDGET,ODP17-10449,Controllo qualità,CQ,RIS16,0.0,4.0
1941,ART0000849,BUDGET,ODP17-09766,Controllo qualità,CQ,RIS16,0.0,1.0
1942,ART0000555,BUDGET,ODP17-11006,Controllo qualità,CQ,RIS16,0.0,1.0
1943,ART0005136,BUDGET,ODP17-11970,Tornitura,A20,RIS2,0.75,6.0
1944,ART0000830,BUDGET,ODP17-09770,Controllo qualità,CQ,RIS16,0.0,1.0
1945,ART0000151,BUDGET,ODP17-10636,Tornitura,A20,RIS2,2.25,5.0
1946,ART0002969,BUDGET,ODP17-10446,Controllo qualità,CQ,RIS16,0.0,2.0
1947,ART0002968,BUDGET,ODP17-10446,Controllo qualità,CQ,RIS16,0.0,2.0
1948,ART0002919,BUDGET,ODP17-10449,Controllo qualità,CQ,RIS16,0.0,2.0
1949,ART0002918,BUDGET,ODP17-10449,Controllo qualità,CQ,RIS16,0.0,2.0
1950,ART0004375,BUDGET,ODP17-10737,Tornitura,A20,RIS2,1.0,6.0
1951,ART0002531,BUDGET,ODP17-10493,Fresatura,A30,RIS7,0.5,5.0
1952,ART0000226,BUDGET,ODP17-10413,Tornitura,A20,RIS2,1.75,4.0
1953,ART0004717,BUDGET,ODP17-10509,Controllo qualità,CQ,RIS16,0.0,13.0
1954,ART0005136,BUDGET,ODP17-11970,Controllo qualità,CQ,RIS16,0.0,6.0
1955,ART0000226,BUDGET,ODP17-10413,Tornitura,A20,RIS2,1.0,0.0
1956,ART0002531,BUDGET,ODP17-10493,Fresatura,A30,RIS7,2.0,0.0
1957,ART0004392,BUDGET,ODP17-10822,Tornitura,A20,RIS2,1.75,30.0
1958,ART0002531,BUDGET,ODP17-10493,Tornitura,A20,RIS14,2.5,5.0
1959,ART0000152,BUDGET,ODP17-10636,Tornitura,A20,RIS2,3.75,5.0
1960,ART0000644,BUDGET,ODP17-10512,Fresatura,A30,RIS9,1.5,0.0
1961,ART0000644,BUDGET,ODP17-10512,Fresatura,A30,RIS9,8.0,23.0
1962,ART0004659,BUDGET,ODP17-10509,Fresatura,A30,RIS9,2.0,0.0
1963,ART0000157,BUDGET,ODP17-10507,Tornitura,A20,RIS1,8.0,0.0
1964,ART0000157,BUDGET,ODP17-10507,Tornitura,A20,RIS1,7.0,0.0
1965,ART0004659,BUDGET,ODP17-10509,Fresatura,A30,RIS9,1.0,0.0
1966,ART0000226,BUDGET,ODP17-10413,Tornitura,A20,RIS2,0.5,0.0
1967,ART0002866,BUDGET,ODP17-10614,Fresatura,A30,RIS7,3.75,10.0
1968,ART0004659,BUDGET,ODP17-10509,Fresatura,A30,RIS9,0.75,0.0
1969,ART0001185,BUDGET,ODP17-10614,Tornitura,A20,RIS14,5.0,10.0
1970,ART0005091,CONSUNTIVO,ODP17-09833,Controllo qualità,CQ,RIS16,0.0,4.0
1971,ART0004942,CONSUNTIVO,ODP17-09833,Controllo qualità,CQ,RIS16,0.0,32.0
1972,ART0004375,BUDGET,ODP17-10737,Fresatura,A30,RIS7,0.5,6.0
1973,ART0004659,BUDGET,ODP17-10509,Fresatura,A30,RIS9,2.0,12.0
1974,ART0000157,BUDGET,ODP17-10507,Fresatura,A30,RIS9,1.0,1.0
1975,ART0000752,BUDGET,ODP17-11884,Montaggio,A40,RIS13,1.0,6.0
1976,ART0000752,BUDGET,ODP17-11884,Controllo qualità,CQ,RIS16,0.0,6.0
1977,ART0000226,BUDGET,ODP17-10413,Tornitura,A20,RIS2,3.0,0.0
1978,ART0001185,BUDGET,ODP17-10614,Fresatura,A30,RIS7,2.25,10.0
1979,ART0000152,BUDGET,ODP17-10636,Fresatura,A30,RIS7,0.5,5.0
1980,ART0000151,BUDGET,ODP17-10636,Fresatura,A30,RIS7,2.5,5.0
1981,ART0002866,BUDGET,ODP17-10614,Controllo qualità,CQ,RIS16,0.0,10.0
1982,ART0000226,BUDGET,ODP17-10413,Fresatura,A30,RIS7,0.5,4.0
1983,ART0001951,BUDGET,ODP17-10699,Tornitura,A20,RIS2,3.0,0.0
1984,ART0001942,BUDGET,ODP17-11266,Tornitura,A20,RIS1,8.0,0.0
1985,ART0001951,BUDGET,ODP17-10699,Tornitura,A20,RIS2,75.0,0.0
1986,ART0004375,BUDGET,ODP17-10737,Controllo qualità,CQ,RIS16,0.0,6.0
1987,ART0000849,BUDGET,ODP17-09766,Montaggio,A40,RIS13,0.5,1.0
1988,ART0001951,BUDGET,ODP17-10699,Tornitura,A20,RIS2,-74.25,0.0
1989,ART0002747,BUDGET,ODP17-11230,Fresatura,A30,RIS7,2.0,2.0
1990,ART0001759,BUDGET,ODP17-10489,Tornitura,A20,RIS14,5.0,20.0
1991,ART0000151,BUDGET,ODP17-10636,Tornitura,A20,RIS2,1.75,0.0
1992,ART0002508,BUDGET,ODP17-11972,Tornitura,A20,RIS2,1.0,1.0
1993,ART0001759,BUDGET,ODP17-10489,Fresatura,A30,RIS7,3.5,0.0
1994,ART0001942,BUDGET,ODP17-11266,Tornitura,A20,RIS1,7.0,6.0
1995,ART0001942,BUDGET,ODP17-11266,Fresatura,A30,RIS1,0.0001,0.0
1996,ART0002508,BUDGET,ODP17-11972,Tornitura,A20,RIS2,0.5,0.0
1997,ART0001185,BUDGET,ODP17-10614,Controllo qualità,CQ,RIS16,0.0,10.0
1998,ART0002498,BUDGET,ODP17-10422,Controllo qualità,CQ,RIS16,0.0,1.0
1999,ART0002755,BUDGET,ODP17-10634,Controllo qualità,CQ,RIS16,0.0,3.0
2000,ART0002628,BUDGET,ODP17-11007,Controllo qualità,CQ,RIS16,0.0,2.0
2001,ART0002555,BUDGET,ODP17-10446,Controllo qualità,CQ,RIS16,0.0,2.0
2002,ART0001759,BUDGET,ODP17-10489,Fresatura,A30,RIS7,1.5,20.0
2003,ART0002508,BUDGET,ODP17-11972,Fresatura,A30,RIS7,0.5,1.0
2004,ART0002070,BUDGET,ODP17-10699,Tornitura,A20,RIS2,0.75,1.0
2005,ART0002554,BUDGET,ODP17-10501,Tornitura,A20,RIS2,1.5,3.0
2006,ART0001786,BUDGET,ODP17-10757,Controllo qualità,CQ,RIS16,0.0,6.0
2007,ART0001825,BUDGET,ODP17-10503,Controllo qualità,CQ,RIS16,0.0,1.0
2008,ART0000786,BUDGET,ODP17-10757,Montaggio,A40,RIS4,0.5,3.0
2009,ART0000786,BUDGET,ODP17-10757,Controllo qualità,CQ,RIS16,0.0,3.0
2010,ART0004697,BUDGET,ODP17-10738,Controllo qualità,CQ,RIS16,0.0,1.0
2011,ART0004660,BUDGET,ODP17-10509,Controllo qualità,CQ,RIS16,0.0,6.0
2012,ART0002949,BUDGET,ODP17-11230,Fresatura,A30,RIS7,2.5,2.0
2013,ART0001767,BUDGET,ODP17-10735,Tornitura,A20,RIS14,1.5,3.0
2014,ART0001813,BUDGET,ODP17-10505,Tornitura,A20,RIS14,1.5,5.0
2015,ART0001813,BUDGET,ODP17-10505,Tornitura,A20,RIS14,1.0,0.0
2016,ART0002015,BUDGET,ODP17-10699,Tornitura,A20,RIS2,1.0,1.0
2017,ART0000795,BUDGET,ODP17-10489,Montaggio,A40,RIS4,3.0,15.0
2018,ART0000795,BUDGET,ODP17-10489,Controllo qualità,CQ,RIS16,0.0,15.0
2019,ART0002938,BUDGET,ODP17-11230,Tornitura,A20,RIS2,1.75,2.0
2020,ART0001767,BUDGET,ODP17-10735,Fresatura,A30,RIS7,1.75,3.0
2021,ART0002456,BUDGET,ODP17-11008,Tornitura,A20,RIS2,2.0,1.0
2022,ART0001951,BUDGET,ODP17-10699,Fresatura,A30,RIS1,6.0,1.0
2023,ART0001951,BUDGET,ODP17-10699,Fresatura,A30,RIS7,1.25,0.0
2024,ART0005136,BUDGET,ODP17-11971,Tornitura,A20,RIS2,2.0,2.0
2025,ART0001821,BUDGET,ODP17-10501,Tornitura,A20,RIS14,1.5,0.0
2026,ART0001821,BUDGET,ODP17-10501,Tornitura,A20,RIS14,4.5,3.0
2027,ART0005136,BUDGET,ODP17-11971,Fresatura,A30,RIS9,0.75,2.0
2028,ART0000753,BUDGET,ODP17-10508,Montaggio,A40,RIS13,1.5,10.0
2029,ART0000753,BUDGET,ODP17-10508,Controllo qualità,CQ,RIS16,0.0,10.0
2030,ART0005136,BUDGET,ODP17-11971,Fresatura,A30,RIS9,0.5,2.0
2031,ART0001767,BUDGET,ODP17-10735,Controllo qualità,CQ,RIS16,0.0,3.0
2032,ART0005136,BUDGET,ODP17-11971,Tornitura,A20,RIS2,4.0,2.0
2033,ART0004944,CONSUNTIVO,ODP17-09833,Controllo qualità,CQ,RIS16,0.0,32.0
2034,ART0001813,BUDGET,ODP17-10505,Fresatura,A30,RIS7,1.75,5.0
2035,ART0001203,BUDGET,ODP17-11972,Preparazione materiale,A10,RIS2,2.5,1.0
2036,ART0001821,BUDGET,ODP17-10501,Fresatura,A30,RIS7,0.5,0.0
2037,ART0001841,BUDGET,ODP17-10699,Tornitura,A20,RIS14,1.0,1.0
2038,ART0001841,BUDGET,ODP17-10699,Tornitura,A20,RIS14,3.0,0.0
2039,ART0000645,BUDGET,ODP17-10512,Tornitura,A20,RIS1,3.0,20.0
2040,ART0000645,BUDGET,ODP17-10512,Fresatura,A30,RIS1,1.0,0.0
2041,ART0001821,BUDGET,ODP17-10501,Fresatura,A30,RIS7,1.75,3.0
2042,ART0005136,BUDGET,ODP17-13288,Brocciatura / stozzatrice,A33,RIS13,0.5,32.0
2043,ART0005136,BUDGET,ODP17-13288,Controllo qualità,CQ,RIS16,0.0,32.0
2044,ART0001606,BUDGET,ODP17-12158,Tornitura,A20,RIS13,0.0,12.0
2045,ART0001606,BUDGET,ODP17-12158,Controllo qualità,CQ,RIS16,0.0,12.0
2046,ART0002015,BUDGET,ODP17-10699,Fresatura,A30,RIS7,0.25,1.0
2047,ART0001202,BUDGET,ODP17-11972,Tornitura,A20,RIS2,2.75,1.0
2048,ART0004420,BUDGET,ODP17-11293,Tornitura,A20,RIS2,1.0,3.0
2049,ART0005136,BUDGET,ODP17-11970,Tornitura,A20,RIS2,1.5,50.0
2050,ART0000627,BUDGET,ODP17-10512,Controllo qualità,CQ,RIS16,0.0,25.0
2051,ART0000639,BUDGET,ODP17-10512,Controllo qualità,CQ,RIS16,0.0,10.0
2052,ART0000645,BUDGET,ODP17-10512,Controllo qualità,CQ,RIS16,0.0,10.0
2053,ART0001841,BUDGET,ODP17-10699,Fresatura,A30,RIS7,2.25,1.0
2054,ART0004659,BUDGET,ODP17-10509,Controllo qualità,CQ,RIS16,0.0,12.0
2055,ART0005136,BUDGET,ODP17-11970,Controllo qualità,CQ,RIS16,0.0,50.0
2056,ART0004420,BUDGET,ODP17-11293,Controllo qualità,CQ,RIS16,0.0,3.0
2057,ART0004711,BUDGET,ODP17-10738,Fresatura,A30,RIS9,1.5,0.0
2058,ART0001202,BUDGET,ODP17-11972,Fresatura,A30,RIS1,0.33,1.0
2059,ART0001203,BUDGET,ODP17-11972,Fresatura,A30,RIS1,0.33,1.0
2060,ART0003935,BUDGET,ODP17-11649,Tornitura,A20,RIS1,8.0,3.0
2061,ART0003935,BUDGET,ODP17-11649,Fresatura,A30,RIS1,0.001,3.0
2062,ART0002456,BUDGET,ODP17-11008,Fresatura,A30,RIS7,2.25,1.0
