,NrMovimento,budget/cons,NrArticolo,NrOrigine,Quantity,ImportoVenditaInValutaLocaleTOTALEVENDITA
2557,56721,Consuntivo,ART0000782,C00140,1,295.0
2558,56828,Consuntivo,ART0005136,C00004,20,280.0
2559,56866,Consuntivo,ART0001180,C00140,5,192.5
2560,56885,Consuntivo,ART0005136,C00498,16,0.0
2561,56886,Consuntivo,ART0005136,C00498,16,0.0
2562,56887,Consuntivo,ART0005136,C00498,16,0.0
2563,56888,Consuntivo,ART0005136,C00498,16,0.0
2564,56889,Consuntivo,ART0005136,C00498,16,0.0
2565,56890,Consuntivo,ART0005136,C00498,16,0.0
2566,56891,Consuntivo,ART0005136,C00498,16,204.0
2567,56892,Consuntivo,ART0005136,C00498,16,0.0
2568,56893,Consuntivo,ART0005136,C00498,16,122.4
2569,56894,Consuntivo,ART0005136,C00498,16,0.0
2570,56895,Consuntivo,ART0005136,C00498,16,0.0
2571,56896,Consuntivo,ART0005136,C00498,16,0.0
2572,57021,Consuntivo,ART0000853,C00140,4,1432.0
2573,57060,Consuntivo,ART0000748,C00140,30,2610.0
2574,57145,Consuntivo,ART0004885,C00471,2,190.0
2575,57146,Consuntivo,ART0004885,C00471,2,190.0
2576,57147,Consuntivo,ART0004885,C00471,3,285.0
2577,57148,Consuntivo,ART0004885,C00471,3,285.0
2578,57149,Consuntivo,ART0004885,C00471,2,190.0
2579,57152,Consuntivo,ART0001110,C00471,1,105.0
2580,57153,Consuntivo,ART0001110,C00471,1,105.0
2581,57154,Consuntivo,ART0000625,C00004,3,390.0
2582,57155,Consuntivo,ART0000627,C00004,12,456.0
2583,57194,Consuntivo,ART0005136,C00004,18,99.0
2584,57201,Consuntivo,ART0005136,C00140,1,20.0
2585,57458,Consuntivo,ART0005136,C00004,8,32.0
2586,57466,Consuntivo,ART0004675,C00473,5,65.0
2587,57468,Consuntivo,ART0003824,C00026,2,22.0
2588,57469,Consuntivo,ART0000313,C00026,5,140.0
2589,57471,Consuntivo,ART0000115,C00026,3,1095.0
2590,57483,Consuntivo,ART0005136,C00140,1,190.0
2591,57484,Consuntivo,ART0000748,C00140,10,870.0
2592,57485,Consuntivo,ART0000847,C00140,4,1080.0
2593,57486,Consuntivo,ART0000847,C00140,1,270.0
2594,57488,Consuntivo,ART0000748,C00140,20,1740.0
2595,57494,Consuntivo,ART0002141,C00140,1,98.0
2596,57498,Consuntivo,ART0003189,C00140,4,80.0
2597,57501,Consuntivo,ART0001427,C00140,8,17.6
2598,57505,Consuntivo,ART0001427,C00140,12,26.4
2599,57512,Consuntivo,ART0002451,C00140,2,542.8
2600,57513,Consuntivo,ART0002552,C00140,2,64.4
2601,57752,Consuntivo,ART0000635,C00004,4,60.0
2602,57880,Consuntivo,ART0005136,C00297,1,500.0
2603,57881,Consuntivo,ART0005136,C00297,2,354.0
2604,57946,Consuntivo,ART0000784,C00140,5,1700.0
2605,57947,Consuntivo,ART0000797,C00140,1,475.0
2606,57948,Consuntivo,ART0000772,C00140,1,398.0
2607,57949,Consuntivo,ART0002712,C00140,1,90.0
2608,57950,Consuntivo,ART0002712,C00140,1,90.0
2609,57951,Consuntivo,ART0002712,C00140,1,90.0
2610,57953,Consuntivo,ART0001174,C00140,2,700.0
2611,57954,Consuntivo,ART0001174,C00140,2,700.0
2612,57955,Consuntivo,ART0001170,C00140,2,430.0
2613,57965,Consuntivo,ART0002530,C00140,2,88.0
2614,57966,Consuntivo,ART0002530,C00140,2,88.0
2615,57971,Consuntivo,ART0000847,C00140,2,540.0
2616,58165,Consuntivo,ART0003269,C00140,16,662.4
2617,58172,Consuntivo,ART0000848,C00140,15,2700.0
2618,58317,Consuntivo,ART0000223,C00026,4,200.0
2619,58413,Consuntivo,ART0000752,C00140,6,2736.0
2620,58414,Consuntivo,ART0000748,C00140,20,1740.0
2621,58467,Consuntivo,ART0005136,C00004,2,28.0
2622,58479,Consuntivo,ART0000641,C00004,1,48.0
2623,58773,Consuntivo,ART0000325,C00026,1,60.0
2624,58792,Consuntivo,ART0005136,C00004,20,80.0
2625,58794,Consuntivo,ART0005136,C00004,2,60.0
2626,58887,Consuntivo,ART0000811,C00140,1,790.0
2627,58888,Consuntivo,ART0000811,C00140,4,3160.0
2628,58889,Consuntivo,ART0001185,C00140,5,225.0
2629,58893,Consuntivo,ART0001743,C00140,2,1711.2
2630,58900,Consuntivo,ART0001185,C00140,5,225.0
2631,58914,Consuntivo,ART0001610,C00140,8,103.04
2632,58920,Consuntivo,ART0002530,C00140,3,132.0
2633,58923,Consuntivo,ART0002530,C00140,2,88.0
2634,58924,Consuntivo,ART0002530,C00140,2,88.0
2635,58928,Consuntivo,ART0002530,C00140,1,44.0
2636,58942,Consuntivo,ART0001149,C00140,5,96.6
2637,58947,Consuntivo,ART0003132,C00140,2,38.0
2638,58948,Consuntivo,ART0003844,C00140,1,32.0
2639,59035,Consuntivo,ART0005028,C00026,2,700.0
2640,59038,Consuntivo,ART0000312,C00026,20,320.0
2641,59049,Consuntivo,ART0001129,C00471,1,125.0
2642,59050,Consuntivo,ART0001129,C00471,1,125.0
2643,59079,Consuntivo,ART0005136,C00004,1,38.0
2644,59080,Consuntivo,ART0005136,C00004,1,38.0
2645,59096,Consuntivo,ART0001653,C00140,3,54.0
2646,59097,Consuntivo,ART0001427,C00140,24,52.8
2647,59103,Consuntivo,ART0002740,C00140,20,500.0
2648,59104,Consuntivo,ART0001427,C00140,10,22.0
2649,59107,Consuntivo,ART0002615,C00140,1,98.0
2650,59151,Consuntivo,ART0001047,C00471,2,134.0
2651,59164,Consuntivo,ART0004386,C00004,18,126.0
2652,59206,Consuntivo,ART0000783,C00140,3,872.16
2653,59207,Consuntivo,ART0000783,C00140,2,581.44
2654,59208,Consuntivo,ART0000756,C00140,5,1450.0
2655,59209,Consuntivo,ART0000795,C00140,4,1000.0
2656,59211,Consuntivo,ART0001981,C00140,1,1978.8
2657,59213,Consuntivo,ART0002360,C00140,2,490.0
2658,59214,Consuntivo,ART0002360,C00140,2,490.0
2659,59224,Consuntivo,ART0005136,C00498,16,204.0
2660,59225,Consuntivo,ART0005136,C00498,16,122.4
2661,59270,Consuntivo,ART0003824,C00026,20,220.0
2662,59320,Consuntivo,ART0001276,C00140,1,11.5
2663,59321,Consuntivo,ART0001497,C00140,1,22.0
2664,59322,Consuntivo,ART0001575,C00140,20,80.0
2665,59364,Consuntivo,ART0003268,C00140,1,5.06
2666,59392,Consuntivo,ART0002918,C00140,1,125.0
2667,59393,Consuntivo,ART0002919,C00140,1,125.0
2668,59405,Consuntivo,ART0002476,C00140,5,64.4
2669,59426,Consuntivo,ART0004889,C00471,2,300.0
2670,59427,Consuntivo,ART0004889,C00471,1,150.0
2671,59428,Consuntivo,ART0004889,C00471,2,300.0
2672,59429,Consuntivo,ART0004889,C00471,2,300.0
2673,59430,Consuntivo,ART0004889,C00471,2,300.0
2674,59431,Consuntivo,ART0004889,C00471,1,150.0
2675,59464,Consuntivo,ART0004362,C00004,10,160.0
2676,59547,Consuntivo,ART0001739,C00140,1,85.0
2677,59548,Consuntivo,ART0002148,C00140,3,118.68
2678,59567,Consuntivo,ART0005136,C00004,1,70.0
2679,59568,Consuntivo,ART0005136,C00004,3,66.0
2680,59634,Consuntivo,ART0001252,C00140,1,235.0
2681,59635,Consuntivo,ART0002271,C00140,1,160.0
2682,59637,Consuntivo,ART0000778,C00140,1,317.4
2683,59708,Consuntivo,ART0000795,C00140,6,1500.0
2684,59853,Consuntivo,ART0003189,C00140,4,80.0
2685,59932,Consuntivo,ART0000627,C00004,1,38.0
2686,59937,Consuntivo,ART0000308,C00026,10,400.0
2687,59938,Consuntivo,ART0000312,C00026,4,64.0
2688,59941,Consuntivo,ART0000323,C00026,2,120.0
2689,59942,Consuntivo,ART0000324,C00026,3,84.0
2690,59943,Consuntivo,ART0000325,C00026,3,180.0
2691,59944,Consuntivo,ART0000312,C00026,4,64.0
2692,59945,Consuntivo,ART0000324,C00026,4,112.0
2693,59952,Consuntivo,ART0000847,C00140,4,1080.0
2694,59954,Consuntivo,ART0001575,C00140,20,80.0
2695,59955,Consuntivo,ART0002897,C00140,2,500.0
2696,59962,Consuntivo,ART0002385,C00140,6,234.0
2697,59964,Consuntivo,ART0001427,C00140,2,4.4
2698,59965,Consuntivo,ART0001427,C00140,8,17.6
2699,59998,Consuntivo,ART0000795,C00140,1,250.0
2700,60001,Consuntivo,ART0002360,C00140,2,490.0
2701,60012,Consuntivo,ART0000795,C00140,8,2000.0
2702,60041,Consuntivo,ART0000323,C00026,4,240.0
2703,60042,Consuntivo,ART0000325,C00026,4,240.0
2704,60425,Consuntivo,ART0000226,C00026,3,720.0
2705,60566,Consuntivo,ART0005136,C00003,5,1200.0
2706,60567,Consuntivo,ART0005136,C00003,1,780.0
2707,60579,Consuntivo,ART0000697,C00004,1,70.0
2708,60720,Consuntivo,ART0005136,C00504,2,200.0
2709,60783,Consuntivo,ART0003189,C00140,4,80.0
2710,60784,Consuntivo,ART0003189,C00140,4,80.0
2711,60904,Consuntivo,ART0004885,C00471,1,115.0
2712,60905,Consuntivo,ART0004886,C00471,1,175.0
2713,60915,Consuntivo,ART0000783,C00140,2,581.44
2714,60946,Consuntivo,ART0005136,C00004,12,108.0
2715,60948,Consuntivo,ART0004104,C00297,2,1760.0
2716,60967,Consuntivo,ART0005136,C00004,1,0.0
2717,60968,Consuntivo,ART0005136,C00004,1,0.0
2718,60969,Consuntivo,ART0005136,C00004,1,0.0
2719,60970,Consuntivo,ART0005136,C00004,1,0.0
2720,60971,Consuntivo,ART0005136,C00004,1,36.0
2721,60972,Consuntivo,ART0005136,C00004,1,9.0
2722,61294,Consuntivo,ART0002148,C00140,3,118.68
2723,61296,Consuntivo,ART0001427,C00140,2,4.4
2724,61299,Consuntivo,ART0001427,C00140,2,4.4
2725,61310,Consuntivo,ART0002456,C00140,1,348.0
2726,61312,Consuntivo,ART0002580,C00140,1,280.0
2727,61313,Consuntivo,ART0002581,C00140,1,305.0
2728,61315,Consuntivo,ART0002958,C00140,1,87.5
2729,61316,Consuntivo,ART0002959,C00140,1,139.0
2730,61317,Consuntivo,ART0002988,C00140,1,230.0
2731,61318,Consuntivo,ART0002989,C00140,1,240.0
2732,61319,Consuntivo,ART0002990,C00140,1,180.0
2733,61320,Consuntivo,ART0003195,C00140,2,140.0
2734,61321,Consuntivo,ART0001493,C00140,1,45.0
2735,61322,Consuntivo,ART0001637,C00140,4,520.0
2736,61324,Consuntivo,ART0001745,C00140,1,380.0
2737,61325,Consuntivo,ART0002228,C00140,1,93.0
2738,61326,Consuntivo,ART0002262,C00140,1,180.0
2739,61327,Consuntivo,ART0002263,C00140,1,135.0
2740,61328,Consuntivo,ART0002455,C00140,1,580.0
2741,61339,Consuntivo,ART0002306,C00140,1,65.0
2742,61340,Consuntivo,ART0002306,C00140,1,65.0
2743,61344,Consuntivo,ART0002882,C00140,2,460.0
2744,61346,Consuntivo,ART0001636,C00140,4,60.0
2745,61350,Consuntivo,ART0000312,C00026,4,64.0
2746,61356,Consuntivo,ART0000323,C00026,1,60.0
2747,61357,Consuntivo,ART0000325,C00026,1,60.0
2748,61678,Consuntivo,ART0004386,C00004,8,168.0
2749,61816,Consuntivo,ART0002010,C00140,1,50.0
2750,61817,Consuntivo,ART0002267,C00140,2,196.0
2751,61818,Consuntivo,ART0003135,C00140,1,35.0
2752,61821,Consuntivo,ART0003189,C00140,4,80.0
2753,61822,Consuntivo,ART0001149,C00140,1,19.32
2754,61824,Consuntivo,ART0002476,C00140,1,12.88
2755,61835,Consuntivo,ART0002740,C00140,20,500.0
2756,61837,Consuntivo,ART0002238,C00140,1,54.0
2757,61838,Consuntivo,ART0002530,C00140,2,88.0
2758,61877,Consuntivo,ART0000313,C00026,2,56.0
2759,61879,Consuntivo,ART0000313,C00026,2,56.0
2760,61882,Consuntivo,ART0000312,C00026,8,128.0
2761,61883,Consuntivo,ART0000313,C00026,2,56.0
2762,61902,Consuntivo,ART0005136,C00004,1,20.0
2763,61961,Consuntivo,ART0005136,C00140,1,18.0
2764,61965,Consuntivo,ART0005136,C00004,2,130.0
2765,61980,Consuntivo,ART0000226,C00026,4,960.0
2766,62043,Consuntivo,ART0005136,C00004,3,60.0
2767,62057,Consuntivo,ART0004711,C00473,8,384.0
2768,62128,Consuntivo,ART0002897,C00140,2,500.0
2769,62129,Consuntivo,ART0002141,C00140,1,98.0
2770,62217,Consuntivo,ART0000116,C00026,1,234.0
2771,62218,Consuntivo,ART0005136,C00117,1,270.0
2772,62344,Consuntivo,ART0004084,C00297,1,1040.0
2773,62453,Consuntivo,ART0004671,C00473,5,150.0
2774,62482,Consuntivo,ART0000748,C00140,50,4350.0
2775,62485,Consuntivo,ART0002444,C00140,5,175.0
2776,62491,Consuntivo,ART0001575,C00140,20,80.0
2777,62506,Consuntivo,ART0002238,C00140,4,216.0
2778,62534,Consuntivo,ART0005136,C00004,5,45.0
2779,62553,Consuntivo,ART0005136,C00004,1,80.0
2780,62554,Consuntivo,ART0005136,C00004,2,160.0
2781,62685,Consuntivo,ART0004099,C00297,1,905.0
2782,62728,Consuntivo,ART0005136,C00004,2,36.0
2783,62733,Consuntivo,ART0003613,C00094,36,972.0
2784,62737,Consuntivo,ART0003785,C00094,54,756.0
2785,62739,Consuntivo,ART0003578,C00094,2,20.0
2786,62741,Consuntivo,ART0003612,C00094,12,300.0
2787,62742,Consuntivo,ART0003613,C00094,4,108.0
2788,62743,Consuntivo,ART0003642,C00094,4,92.0
2789,62748,Consuntivo,ART0003780,C00094,46,736.0
2790,62750,Consuntivo,ART0003782,C00094,4,76.0
2791,62755,Consuntivo,ART0000847,C00140,10,2700.0
2792,62772,Consuntivo,ART0002739,C00140,5,175.0
2793,62774,Consuntivo,ART0002793,C00140,50,1320.0
2794,62953,Consuntivo,ART0005136,C00004,1,180.0
2795,62954,Consuntivo,ART0005136,C00004,1,180.0
2796,62985,Consuntivo,ART0003580,C00094,8,104.0
2797,62993,Consuntivo,ART0000312,C00026,8,128.0
2798,63001,Consuntivo,ART0001099,C00471,4,1140.0
2799,63002,Consuntivo,ART0001100,C00471,4,160.0
2800,63035,Consuntivo,ART0001110,C00471,1,105.0
2801,63040,Consuntivo,ART0001099,C00471,1,285.0
2802,63042,Consuntivo,ART0000116,C00026,2,468.0
2803,63045,Consuntivo,ART0000226,C00026,4,960.0
2804,63046,Consuntivo,ART0003824,C00026,4,44.0
2805,63048,Consuntivo,ART0000119,C00026,5,250.0
2806,63050,Consuntivo,ART0000313,C00026,4,112.0
2807,63051,Consuntivo,ART0003824,C00026,4,44.0
2808,63105,Consuntivo,ART0001149,C00140,1,19.32
2809,63106,Consuntivo,ART0002476,C00140,1,12.88
2810,63112,Consuntivo,ART0002238,C00140,2,108.0
2811,63114,Consuntivo,ART0003189,C00140,4,80.0
2812,63123,Consuntivo,ART0001636,C00140,4,60.0
2813,63126,Consuntivo,ART0001636,C00140,4,60.0
2814,63131,Consuntivo,ART0001493,C00140,1,45.0
2815,63132,Consuntivo,ART0002238,C00140,2,108.0
2816,63133,Consuntivo,ART0002455,C00140,1,580.0
2817,63135,Consuntivo,ART0002580,C00140,1,280.0
2818,63136,Consuntivo,ART0002990,C00140,1,180.0
2819,63137,Consuntivo,ART0003195,C00140,2,140.0
2820,63141,Consuntivo,ART0001493,C00140,1,45.0
2821,63142,Consuntivo,ART0001637,C00140,4,520.0
2822,63144,Consuntivo,ART0001745,C00140,1,380.0
2823,63145,Consuntivo,ART0002228,C00140,1,93.0
2824,63146,Consuntivo,ART0002262,C00140,1,180.0
2825,63147,Consuntivo,ART0002263,C00140,1,135.0
2826,63148,Consuntivo,ART0002455,C00140,1,580.0
2827,63149,Consuntivo,ART0002456,C00140,1,348.0
2828,63151,Consuntivo,ART0002580,C00140,1,280.0
2829,63152,Consuntivo,ART0002581,C00140,1,305.0
2830,63154,Consuntivo,ART0002958,C00140,1,87.5
2831,63155,Consuntivo,ART0002959,C00140,1,139.0
2832,63156,Consuntivo,ART0002988,C00140,1,230.0
2833,63157,Consuntivo,ART0002989,C00140,1,240.0
2834,63158,Consuntivo,ART0002990,C00140,1,180.0
2835,63159,Consuntivo,ART0003195,C00140,2,140.0
2836,63160,Consuntivo,ART0003189,C00140,4,80.0
2837,63162,Consuntivo,ART0002958,C00140,1,87.5
2838,63163,Consuntivo,ART0002959,C00140,1,139.0
2839,63250,Consuntivo,ART0000796,C00140,2,900.0
2840,63251,Consuntivo,ART0002989,C00140,1,240.0
2841,63324,Consuntivo,ART0004099,C00297,1,905.0
2842,63397,Consuntivo,ART0001575,C00140,20,80.0
2843,63398,Consuntivo,ART0002026,C00140,2,110.0
2844,63399,Consuntivo,ART0002027,C00140,4,232.0
2845,63410,Consuntivo,ART0001637,C00140,4,520.0
2846,63461,Consuntivo,ART0002028,C00140,4,280.0
2847,63462,Consuntivo,ART0000851,C00140,15,2691.0
2848,63487,Consuntivo,ART0001113,C00471,1,40.0
2849,63488,Consuntivo,ART0001047,C00471,1,67.0
2850,63594,Consuntivo,ART0002581,C00140,1,305.0
2851,63598,Consuntivo,ART0002423,C00140,5,75.0
2852,63601,Consuntivo,ART0001745,C00140,1,380.0
2853,63604,Consuntivo,ART0002628,C00140,1,70.0
2854,63605,Consuntivo,ART0002755,C00140,1,205.0
2855,63606,Consuntivo,ART0002299,C00140,2,320.0
2856,63607,Consuntivo,ART0002619,C00140,2,420.0
2857,63664,Consuntivo,ART0005136,C00004,1,100.0
2858,63670,Consuntivo,ART0000690,C00004,2,150.0
2859,63671,Consuntivo,ART0004357,C00004,51,663.0
2860,63739,Consuntivo,ART0001534,C00140,2,44.0
2861,63740,Consuntivo,ART0002029,C00140,2,60.0
2862,63742,Consuntivo,ART0001117,C00471,1,450.0
2863,63743,Consuntivo,ART0001102,C00471,1,65.0
2864,63744,Consuntivo,ART0001104,C00471,1,45.0
2865,63863,Consuntivo,ART0002249,C00140,2,77.28
2866,63864,Consuntivo,ART0002456,C00140,1,348.0
2867,63866,Consuntivo,ART0002476,C00140,2,25.76
2868,63868,Consuntivo,ART0001535,C00140,16,160.0
2869,63996,Consuntivo,ART0001149,C00140,2,38.64
2870,63997,Consuntivo,ART0001441,C00140,1,25.76
2871,63998,Consuntivo,ART0002228,C00140,1,93.0
2872,63999,Consuntivo,ART0002263,C00140,1,135.0
2873,64000,Consuntivo,ART0002988,C00140,1,230.0
2874,64007,Consuntivo,ART0005030,C00026,1,760.0
2875,64008,Consuntivo,ART0000308,C00026,10,400.0
2876,64138,Consuntivo,ART0002424,C00140,6,84.0
2877,64139,Consuntivo,ART0002048,C00140,5,100.0
2878,64251,Consuntivo,ART0005136,C00004,1,60.0
2879,64301,Consuntivo,ART0000748,C00140,10,870.0
2880,64302,Consuntivo,ART0002262,C00140,1,180.0
2881,64386,Consuntivo,ART0000641,C00004,10,480.0
2882,64508,Consuntivo,ART0005136,C00094,4,120.0
2883,64649,Consuntivo,ART0000690,C00004,1,75.0
2884,64651,Consuntivo,ART0000635,C00004,10,150.0
2885,64687,Consuntivo,ART0000748,C00140,40,3480.0
2886,64688,Consuntivo,ART0000778,C00140,1,317.4
2887,64689,Consuntivo,ART0000778,C00140,1,317.4
2888,64694,Consuntivo,ART0003189,C00140,4,80.0
2889,64701,Consuntivo,ART0001575,C00140,20,80.0
2890,64762,Consuntivo,ART0001110,C00471,1,105.0
2891,64763,Consuntivo,ART0001113,C00471,1,40.0
2892,64764,Consuntivo,ART0001149,C00140,1,19.32
2893,64765,Consuntivo,ART0002010,C00140,1,50.0
2894,64766,Consuntivo,ART0002267,C00140,2,196.0
2895,64767,Consuntivo,ART0002530,C00140,1,44.0
2896,64768,Consuntivo,ART0003135,C00140,1,35.0
2897,64770,Consuntivo,ART0002628,C00140,1,70.0
2898,64771,Consuntivo,ART0002755,C00140,1,205.0
2899,64773,Consuntivo,ART0002424,C00140,6,81.0
2900,64775,Consuntivo,ART0002476,C00140,1,12.88
2901,64805,Consuntivo,ART0003824,C00026,10,110.0
2902,64806,Consuntivo,ART0000324,C00026,3,84.0
2903,64808,Consuntivo,ART0000125,C00026,1,270.0
2904,64855,Consuntivo,ART0000697,C00004,1,70.0
2905,64891,Consuntivo,ART0000625,C00004,5,650.0
2906,64892,Consuntivo,ART0000627,C00004,20,460.0
2907,64929,Consuntivo,ART0005136,C00004,2,40.0
2908,64952,Consuntivo,ART0001249,C00140,1,70.0
2909,65014,Consuntivo,ART0005026,C00026,1,450.0
2910,65037,Consuntivo,ART0000811,C00140,3,2370.0
2911,65038,Consuntivo,ART0000758,C00140,3,880.8
2912,65140,Consuntivo,ART0000811,C00140,1,790.0
2913,65143,Consuntivo,ART0002740,C00140,20,500.0
2914,65180,Consuntivo,ART0005136,C00004,1,150.0
2915,65334,Consuntivo,ART0001185,C00140,5,225.0
2916,65338,Consuntivo,ART0000783,C00140,2,581.44
2917,65340,Consuntivo,ART0001228,C00140,15,207.0
2918,65349,Consuntivo,ART0002172,C00140,2,104.0
2919,65350,Consuntivo,ART0002172,C00140,1,52.0
2920,65353,Consuntivo,ART0002102,C00140,4,116.0
2921,65357,Consuntivo,ART0000784,C00140,3,1020.0
2922,65372,Consuntivo,ART0000830,C00140,1,1280.0
2923,65406,Consuntivo,ART0000797,C00140,1,475.0
2924,65407,Consuntivo,ART0000748,C00140,50,4350.0
2925,65408,Consuntivo,ART0001018,C00140,1,340.0
2926,66007,Consuntivo,ART0000784,C00140,2,680.0
2927,66008,Consuntivo,ART0000786,C00140,1,355.6
2928,66010,Consuntivo,ART0005136,C00140,1,25.0
2929,66012,Consuntivo,ART0002628,C00140,1,70.0
2930,66013,Consuntivo,ART0002755,C00140,1,205.0
2931,66032,Consuntivo,ART0001117,C00471,1,450.0
2932,66047,Consuntivo,ART0005136,C00004,4,48.0
2933,66048,Consuntivo,ART0005136,C00004,3,75.0
2934,66213,Consuntivo,ART0004420,C00004,2,38.0
2935,66353,Consuntivo,ART0005037,C00471,11,352.0
2936,66354,Consuntivo,ART0005037,C00471,5,160.0
2937,66355,Consuntivo,ART0005109,C00471,1,28.0
2938,66356,Consuntivo,ART0005109,C00471,1,28.0
2939,66357,Consuntivo,ART0005110,C00471,1,58.0
2940,66358,Consuntivo,ART0005110,C00471,1,58.0
2941,66361,Consuntivo,ART0002423,C00140,5,70.0
2942,66377,Consuntivo,ART0002423,C00140,5,70.0
2943,66386,Consuntivo,ART0001605,C00140,12,216.0
2944,66387,Consuntivo,ART0001606,C00140,12,108.0
2945,66388,Consuntivo,ART0002961,C00140,2,515.2
2946,66389,Consuntivo,ART0002962,C00140,2,360.0
2947,66390,Consuntivo,ART0002963,C00140,2,331.2
2948,66391,Consuntivo,ART0002012,C00140,2,168.0
2949,66478,Consuntivo,ART0000783,C00140,2,581.44
2950,66480,Consuntivo,ART0000783,C00140,3,872.16
2951,66488,Consuntivo,ART0002191,C00140,2,174.8
2952,66489,Consuntivo,ART0000783,C00140,2,581.44
2953,66648,Consuntivo,ART0000125,C00026,1,270.0
2954,66649,Consuntivo,ART0003824,C00026,4,44.0
2955,66657,Consuntivo,ART0000312,C00026,12,192.0
2956,66658,Consuntivo,ART0000324,C00026,3,84.0
2957,66659,Consuntivo,ART0000325,C00026,3,180.0
2958,66663,Consuntivo,ART0000308,C00026,2,80.0
2959,66664,Consuntivo,ART0000323,C00026,3,180.0
2960,66705,Consuntivo,ART0005136,C00004,9,108.0
2961,66725,Consuntivo,ART0002360,C00140,2,490.0
2962,66805,Consuntivo,ART0000018,C00003,2,110.0
2963,66808,Consuntivo,ART0000041,C00003,4,480.0
2964,66809,Consuntivo,ART0000042,C00003,4,720.0
2965,66810,Consuntivo,ART0000043,C00003,2,300.0
2966,66824,Consuntivo,ART0005136,C00489,1,240.0
2967,67421,Consuntivo,ART0000229,C00026,24,864.0
2968,67659,Consuntivo,ART0000830,C00140,1,1280.0
2969,67660,Consuntivo,ART0003197,C00140,2,0.0
2970,67664,Consuntivo,ART0002740,C00140,20,0.0
2971,67665,Consuntivo,ART0003197,C00140,2,0.0
2972,67668,Consuntivo,ART0002740,C00140,20,0.0
2973,67669,Consuntivo,ART0002450,C00140,2,820.0
2974,67670,Consuntivo,ART0001215,C00140,2,584.0
2975,67671,Consuntivo,ART0002997,C00140,2,580.1
