,NrMovimento,budget/cons,NrArticolo,NrOrigine,Quantity,ImportoVenditaInValutaLocaleTOTALEVENDITA
1027,33394,BUDGET,ART0001575,C00140,8,30.08
1028,33401,BUDGET,ART0001202,C00140,1,413.6
1029,33402,BUDGET,ART0001203,C00140,1,253.8
1030,33404,BUDGET,ART0002508,C00140,1,79.9
1031,33407,BUDGET,ART0004889,C00471,3,450.0
1032,33425,BUDGET,ART0000157,C00026,1,380.0
1033,33426,BUDGET,ART0000320,C00026,3,198.0
1034,33427,BUDGET,ART0000151,C00026,5,350.0
1035,33428,BUDGET,ART0000152,C00026,5,235.0
1036,33514,BUDGET,ART0005136,C00004,30,225.0
1037,33515,BUDGET,ART0000635,C00004,10,150.0
1038,33522,BUDGET,ART0000811,C00140,2,1485.2
1039,33523,BUDGET,ART0001433,C00140,4,18.8
1040,33527,BUDGET,ART0003268,C00140,1,4.76
1041,33528,BUDGET,ART0002938,C00140,2,347.8
1042,33529,BUDGET,ART0002456,C00140,1,327.12
1043,33579,BUDGET,ART0004656,C00473,6,66.0
1044,33581,BUDGET,ART0004689,C00473,12,120.0
1045,33588,BUDGET,ART0004718,C00473,2,50.0
1046,33589,BUDGET,ART0004737,C00473,10,180.0
1047,33597,BUDGET,ART0005136,C00004,3,36.0
1048,33598,BUDGET,ART0005136,C00004,2,70.0
1049,33599,BUDGET,ART0005136,C00004,1,25.0
1050,33600,BUDGET,ART0005136,C00004,6,150.0
1051,33619,BUDGET,ART0005136,C00015,4,30.0
1052,33622,BUDGET,ART0000748,C00140,5,408.9
1053,33624,BUDGET,ART0000845,C00140,1,1081.0
1054,33625,BUDGET,ART0002455,C00140,1,545.2
1055,33627,BUDGET,ART0001628,C00140,12,146.64
1056,33636,BUDGET,ART0001099,C00471,4,692.0
1057,33637,BUDGET,ART0001100,C00471,4,160.0
1058,33639,BUDGET,ART0001102,C00471,4,240.0
1059,33641,BUDGET,ART0001104,C00471,4,180.0
1060,33642,BUDGET,ART0003167,C00471,1,48.0
1061,33643,BUDGET,ART0003167,C00471,3,144.0
1062,33644,BUDGET,ART0003169,C00471,1,92.0
1063,33645,BUDGET,ART0003169,C00471,3,276.0
1064,33646,BUDGET,ART0004898,C00471,3,45.0
1065,33647,BUDGET,ART0004898,C00471,9,135.0
1066,33648,BUDGET,ART0004901,C00471,3,30.0
1067,33649,BUDGET,ART0004901,C00471,9,90.0
1068,33650,BUDGET,ART0004902,C00471,3,180.0
1069,33651,BUDGET,ART0004902,C00471,9,540.0
1070,33652,BUDGET,ART0004904,C00471,1,22.0
1071,33653,BUDGET,ART0004904,C00471,3,66.0
1072,33654,BUDGET,ART0004919,C00471,3,258.0
1073,33655,BUDGET,ART0004924,C00471,9,774.0
1074,33705,BUDGET,ART0002370,C00140,3,197.17
1075,33775,BUDGET,ART0000226,C00026,4,960.0
1076,33833,BUDGET,ART0000748,C00140,40,3271.21
1077,33834,BUDGET,ART0000782,C00140,1,277.3
1078,33835,BUDGET,ART0000853,C00140,15,4540.2
1079,33836,BUDGET,ART0001493,C00140,1,42.3
1080,33846,BUDGET,ART0002958,C00140,1,82.25
1081,33847,BUDGET,ART0002959,C00140,1,130.66
1082,33848,BUDGET,ART0001605,C00140,12,203.04
1083,33863,BUDGET,ART0003132,C00140,2,35.72
1084,33864,BUDGET,ART0003844,C00140,1,30.08
1085,33868,BUDGET,ART0003263,C00140,1,14.1
1086,33925,BUDGET,ART0003195,C00140,2,131.6
1087,33926,BUDGET,ART0001575,C00140,8,30.08
1088,33932,BUDGET,ART0001185,C00140,4,169.2
1089,33988,BUDGET,ART0000804,C00140,1,451.2
1090,33989,BUDGET,ART0000804,C00140,1,451.2
1091,33990,BUDGET,ART0001154,C00140,40,413.6
1092,33993,BUDGET,ART0001215,C00140,2,548.96
1093,33994,BUDGET,ART0002450,C00140,2,770.8
1094,33995,BUDGET,ART0002962,C00140,2,338.4
1095,33996,BUDGET,ART0001208,C00140,1,244.4
1096,34002,BUDGET,ART0001637,C00140,4,488.8
1097,34003,BUDGET,ART0002228,C00140,1,87.42
1098,34004,BUDGET,ART0002262,C00140,1,169.2
1099,34005,BUDGET,ART0002988,C00140,1,216.2
1100,34006,BUDGET,ART0002989,C00140,1,225.6
1101,34007,BUDGET,ART0002990,C00140,1,169.2
1102,34015,BUDGET,ART0005028,C00026,2,700.0
1103,34016,BUDGET,ART0003824,C00026,10,110.0
1104,34119,BUDGET,ART0005136,C00004,6,540.0
1105,34130,BUDGET,ART0002263,C00140,1,126.9
1106,34134,BUDGET,ART0001610,C00140,4,48.43
1107,34137,BUDGET,ART0002552,C00140,1,30.27
1108,34138,BUDGET,ART0003269,C00140,8,311.33
1109,34143,BUDGET,ART0000812,C00140,4,2857.6
1110,34144,BUDGET,ART0000812,C00140,2,1428.8
1111,34271,BUDGET,ART0002070,C00140,1,131.6
1112,34272,BUDGET,ART0002191,C00140,2,164.32
1113,34273,BUDGET,ART0002963,C00140,2,311.32
1114,34278,BUDGET,ART0002416,C00140,12,67.68
1115,34292,BUDGET,ART0002102,C00140,4,109.04
1116,34295,BUDGET,ART0002411,C00140,4,244.4
1117,34339,BUDGET,ART0000782,C00140,1,277.3
1118,34342,BUDGET,ART0002961,C00140,2,484.29
1119,34344,BUDGET,ART0001743,C00140,1,804.27
1120,34345,BUDGET,ART0002451,C00140,1,255.11
1121,34347,BUDGET,ART0001745,C00140,1,357.2
1122,34348,BUDGET,ART0002580,C00140,1,263.2
1123,34349,BUDGET,ART0002581,C00140,1,286.7
1124,34468,BUDGET,ART0002551,C00140,1,385.4
1125,34492,BUDGET,ART0003580,C00094,18,234.0
1126,34494,BUDGET,ART0003612,C00094,36,900.0
1127,34495,BUDGET,ART0003642,C00094,9,207.0
1128,34496,BUDGET,ART0003780,C00094,108,1728.0
1129,34516,BUDGET,ART0005136,C00004,10,120.0
1130,34517,BUDGET,ART0004880,C00004,19,361.0
1131,34528,BUDGET,ART0000877,C00001,4,952.0
1132,34529,BUDGET,ART0000878,C00001,4,912.0
1133,34530,BUDGET,ART0000879,C00001,4,312.0
1134,34531,BUDGET,ART0000880,C00001,16,64.0
1135,34532,BUDGET,ART0000881,C00001,4,392.0
1136,34533,BUDGET,ART0000882,C00001,16,272.0
1137,34534,BUDGET,ART0000883,C00001,4,188.0
1138,34536,BUDGET,ART0000885,C00001,4,256.0
